Rank,Symbol,Name,Market Cap,Volume,1d%,7d%,30d%,90d%,6mo%,1y%,2y%,3y%,4y%
36,INTC,Intel Corporation,106789879808,32019857,0.0,-5.46,6.22,-27.66,-42.01,-20.57,-47.95,-52.93,-40.94
37,ADI,"Analog Devices, Inc.",103762075648,1177073,0.0,-7.43,-8.88,-11.72,11.0,17.62,27.3,91.36,131.51
38,MELI,"MercadoLibre, Inc.",96811753472,207307,0.0,2.01,-5.19,9.5,25.03,57.85,51.23,96.54,423.67
39,LRCX,Lam Research Corporation,90770702336,4645757,0.0,-9.74,-12.87,-31.92,-22.82,28.24,22.49,159.24,576.58
40,CTAS,Cintas Corporation,87112589312,388828,0.0,-4.13,4.53,22.08,40.64,84.82,111.64,252.74,441.51
41,MDLZ,"Mondelez International, Inc.",85854289920,2980801,0.0,-3.0,-9.36,0.43,-7.62,-8.91,6.12,34.7,60.44
42,PYPL,"PayPal Holdings, Inc.",85541724160,5348099,0.0,2.84,5.19,41.18,46.51,32.89,-55.54,-50.38,-5.15
43,CRWD,"CrowdStrike Holdings, Inc.",83739942912,1545269,0.0,3.53,16.61,-9.46,14.83,125.83,61.54,231.25,
44,REGN,"Regeneron Pharmaceuticals, Inc.",83423543296,401553,0.0,-8.37,-24.49,-29.85,-21.36,1.19,21.38,19.97,76.47
45,KLAC,KLA Corporation,82719858688,425611,0.0,-9.96,-21.04,-27.74,-11.98,32.13,51.75,232.17,529.88
46,ABNB,"Airbnb, Inc.",82585477120,2185032,0.0,-1.8,-0.23,-10.21,-17.03,14.45,-22.83,,
47,CDNS,"Cadence Design Systems, Inc.",80435855360,547682,0.0,-2.62,8.59,-7.06,-4.66,28.62,56.48,195.99,502.63
48,SNPS,"Synopsys, Inc.",80395419648,297221,0.0,-6.76,1.12,-15.0,-7.37,19.62,43.0,169.4,452.36
49,MAR,Marriott International,78204649472,334306,0.0,0.2,9.66,14.39,14.14,59.67,74.52,206.59,156.26
50,MRVL,"Marvell Technology, Inc.",76450816000,3184457,0.0,-5.88,20.85,20.04,12.41,48.67,2.01,142.82,395.86
51,DASH,"DoorDash, Inc.",71863508992,1442790,0.0,0.95,20.75,63.78,32.18,147.29,12.59,,
52,CEG,Constellation Energy Corporatio,71597056000,1619919,,,,,,,,,
53,FTNT,"Fortinet, Inc.",70766608384,5685579,0.0,0.35,18.75,54.19,33.78,33.86,32.31,257.1,485.3
54,ORLY,"O'Reilly Automotive, Inc.",70210478080,92826,0.0,-0.13,4.17,16.67,12.64,34.13,79.0,180.92,250.73
55,WDAY,"Workday, Inc.",68244123648,491563,0.0,0.39,7.55,10.78,-3.45,25.94,-7.38,40.56,38.42
56,CSX,CSX Corporation,67832172544,2905095,0.0,-2.26,3.88,2.05,-7.35,9.95,-0.77,57.72,71.85
57,ADSK,"Autodesk, Inc.",64810020864,353240,0.0,-1.53,9.38,18.85,21.67,50.32,7.08,27.72,101.84
58,TEAM,Atlassian Corporation,62165352448,975051,0.0,0.48,42.22,32.79,21.71,40.24,-38.4,36.29,141.41
59,PCAR,PACCAR Inc.,58795114496,584229,0.0,-1.76,9.31,7.82,-0.91,53.69,118.7,147.44,216.98
60,ROP,"Roper Technologies, Inc.",58726641664,209920,0.0,-3.51,0.88,-1.92,2.41,22.13,16.49,40.32,93.52
61,TTD,"The Trade Desk, Inc.",57748160512,2637861,0.0,-6.45,2.21,16.95,43.72,57.04,21.87,168.25,705.84
62,NXPI,NXP Semiconductors N.V.,55744036864,939783,0.0,-6.22,-6.65,-22.09,-10.63,20.24,1.74,92.99,171.23
63,CHTR,"Charter Communications, Inc.",55184453632,384357,0.0,-1.44,18.56,19.55,38.16,15.42,-40.15,-29.71,13.81
64,CPRT,"Copart, Inc.",54565556224,1301042,0.0,0.94,4.05,3.52,5.17,30.62,55.0,161.7,344.97
65,FANG,"Diamondback Energy, Inc.",53139079168,867130,0.0,0.64,-5.54,-12.18,3.9,46.59,102.25,459.42,121.92
66,AEP,American Electric Power Company,51728252928,1483448,0.0,0.83,-0.05,8.9,18.99,22.07,25.85,35.41,51.99
67,MNST,Monster Beverage Corporation,51601911808,3379959,0.0,-1.98,7.23,6.44,-8.33,-7.75,13.11,47.03,83.16
68,PAYX,"Paychex, Inc.",51503198208,343213,0.0,-3.68,4.27,19.39,21.77,34.9,16.12,120.84,134.94
69,FAST,Fastenal Company,47036809216,834278,0.0,-1.48,17.61,22.36,12.29,56.97,41.83,110.05,215.64
70,ROST,"Ross Stores, Inc.",46635786240,904134,0.0,-1.92,-0.83,-4.79,-5.01,37.98,31.91,75.39,62.07
71,ODFL,"Old Dominion Freight Line, Inc.",45949038592,438315,0.0,-4.72,12.11,10.48,0.47,36.78,25.27,144.33,379.38
72,EA,Electronic Arts Inc.,42730827776,839509,0.0,3.17,13.67,12.5,19.87,29.07,24.89,20.33,82.6
73,BKR,Baker Hughes Company,42702995456,1742326,0.0,0.26,15.78,22.2,45.59,47.73,92.07,214.53,110.48
74,KDP,Keurig Dr Pepper Inc.,42558619648,7430564,0.0,-4.58,-13.33,-3.37,9.98,3.9,-6.24,17.48,31.27
75,DDOG,"Datadog, Inc.",42522312704,1437696,0.0,0.56,1.15,-3.3,1.31,30.33,-30.61,41.44,
76,XEL,Xcel Energy Inc.,40363470848,1047289,0.0,4.33,11.7,33.19,48.8,15.8,15.53,24.83,59.97
77,VRSK,"Verisk Analytics, Inc.",39543316480,146239,0.0,-1.74,2.87,1.06,18.33,28.48,26.39,63.97,144.69
78,EXC,Exelon Corporation,39514939392,3013779,0.0,3.18,0.27,13.5,11.73,3.95,12.68,70.07,43.27
79,CTSH,Cognizant Technology Solutions ,38307364864,1350901,0.0,-3.76,1.52,7.13,0.19,26.63,-6.33,38.03,19.78
80,LULU,lululemon athletica inc.,38019641344,927042,0.0,0.41,12.0,9.19,-30.55,-12.73,-20.89,-0.87,112.0
81,GEHC,GE HealthCare Technologies Inc.,37979848704,1468057,0.0,-3.25,-8.29,3.76,-9.34,7.18,,,
82,KHC,The Kraft Heinz Company,37762379776,5595924,0.0,-5.33,-9.87,-2.14,-7.96,-11.0,-0.07,13.38,-14.4
83,CCEP,Coca-Cola Europacific Partners ,36050350080,432539,0.0,-0.78,0.21,5.88,12.43,25.09,51.02,122.82,90.19
84,MCHP,Microchip Technology Incorporat,34747232256,3482027,0.0,-11.08,-16.19,-29.25,-23.57,-17.65,-21.52,28.71,73.72
85,IDXX,"IDEXX Laboratories, Inc.",34424328192,204158,0.0,-2.88,-11.51,-12.82,-24.63,-7.11,-34.76,23.5,104.89
86,TTWO,"Take-Two Interactive Software, ",31924598784,440415,0.0,2.25,18.94,18.66,26.38,36.65,2.22,20.25,73.33
87,ZS,"Zscaler, Inc.",30912772096,598653,0.0,3.59,14.6,-0.84,-1.74,36.25,-37.23,69.19,319.62
88,DXCM,"DexCom, Inc.",29993791488,2024001,0.0,9.82,10.66,-32.01,-36.91,-36.57,-46.27,-26.47,116.76
89,CSGP,"CoStar Group, Inc.",29705701376,1517528,0.0,-6.35,-3.56,-4.65,-17.03,-10.46,-9.34,4.77,84.15
90,ANSS,"ANSYS, Inc.",29418178560,176428,0.0,-1.69,4.84,2.73,2.31,6.44,-16.65,11.75,100.78
91,ON,ON Semiconductor Corporation,27999088640,2266876,0.0,-6.55,-6.71,-13.84,-14.53,-26.88,-1.44,205.62,216.35
92,CDW,CDW Corporation,23854256128,724851,0.0,-10.45,-19.96,-22.9,-26.55,6.69,-8.87,59.52,128.7
93,GFS,GlobalFoundries Inc.,23286116352,586920,0.0,-4.25,6.52,-23.05,-19.84,-29.11,-31.76,,
94,WBD,"Warner Bros. Discovery, Inc. - ",23182454784,18011142,0.0,3.21,22.73,27.7,16.4,-32.42,-61.2,-56.5,-66.82
95,BIIB,Biogen Inc.,23038175232,849036,0.0,-8.68,-13.32,-28.68,-27.26,-48.84,-32.87,-44.15,-52.25
96,MDB,"MongoDB, Inc.",20827875328,511861,0.0,-2.8,8.65,11.63,-30.39,-24.76,-48.85,36.21,204.21
97,ILMN,"Illumina, Inc.",20579934208,1206839,0.0,-14.01,-6.97,11.46,-0.83,-34.12,-65.06,-65.07,-52.78
98,MRNA,"Moderna, Inc.",14984773632,9275732,0.0,-16.51,-33.04,-67.81,-59.08,-68.7,-84.36,-51.26,141.06
99,DLTR,"Dollar Tree, Inc.",14219571200,3086934,0.0,7.73,-4.78,-36.28,-55.62,-50.21,-51.71,-30.87,-31.58
100,SMCI,"Super Micro Computer, Inc.",13380160512,97205003,0.0,-7.1,-49.77,-74.62,-79.12,-10.44,433.24,717.66,1392.79
