Rank,Symbol,Name,Market Cap,Volume,1d%,7d%,30d%,90d%,6mo%,1y%,2y%,3y%,4y%
49,MAR,Marriott International,77607174144,889958,0.0,-2.32,6.64,9.78,13.64,58.0,71.64,207.31,151.97
50,MRVL,"Marvell Technology, Inc.",77386301440,6686255,0.0,-3.15,22.75,18.27,10.07,49.72,-0.33,148.83,397.49
51,CEG,Constellation Energy Corporatio,73368887296,2112377,0.0,-0.98,-10.42,14.89,31.24,154.46,,,
52,DASH,"DoorDash, Inc.",71786299392,2853724,0.0,0.7,23.51,62.02,33.34,145.44,12.91,,
53,FTNT,"Fortinet, Inc.",71343325184,5491729,0.0,-6.58,13.02,52.64,27.3,33.5,23.47,256.46,466.45
54,ORLY,"O'Reilly Automotive, Inc.",69310898176,222227,0.0,-2.27,1.99,15.05,11.0,32.37,73.39,178.13,237.08
55,WDAY,"Workday, Inc.",68886757376,1073502,0.0,-1.61,7.95,10.3,-2.63,27.17,-6.96,43.03,39.15
56,CSX,CSX Corporation,67028504576,8861187,0.0,-5.26,0.99,-1.72,-8.51,8.96,-3.47,54.2,65.93
57,ADSK,"Autodesk, Inc.",65773346816,1347187,0.0,-2.77,10.23,20.24,21.55,51.55,7.35,30.41,101.33
58,TEAM,Atlassian Corporation,64881971200,2627131,0.0,0.76,39.88,35.25,25.03,44.04,-37.19,44.67,142.44
59,TTD,"The Trade Desk, Inc.",59389952000,3751844,0.0,-7.67,3.33,18.3,45.32,60.12,22.26,178.3,687.37
60,ROP,"Roper Technologies, Inc.",58757206016,355629,0.0,-3.04,0.37,-3.24,1.85,22.3,14.24,38.4,93.03
61,PCAR,PACCAR Inc.,58068819968,1592535,0.0,-4.95,6.64,1.96,-3.58,51.12,113.25,141.45,210.78
62,NXPI,NXP Semiconductors N.V.,55891447808,1500957,0.0,-3.14,-7.72,-24.04,-11.39,22.16,-0.37,94.62,171.02
63,CHTR,"Charter Communications, Inc.",55363850240,881321,0.0,-2.83,15.21,17.54,39.27,17.16,-41.01,-31.04,14.2
64,CPRT,"Copart, Inc.",54488387584,4467882,0.0,-0.41,1.22,4.67,3.48,31.84,52.01,161.27,338.73
65,FANG,"Diamondback Energy, Inc.",52593057792,1632129,0.0,1.05,-6.57,-12.37,2.11,46.13,90.65,458.69,115.98
66,MNST,Monster Beverage Corporation,52253499392,3439967,0.0,-3.61,7.96,6.42,-7.85,-6.15,13.35,47.98,84.7
67,AEP,American Electric Power Company,51499032576,1879732,0.0,2.32,-0.08,7.27,18.56,22.9,24.4,34.06,50.52
68,PAYX,"Paychex, Inc.",51051843584,1288660,0.0,-5.43,1.25,14.84,19.19,31.73,12.95,119.42,129.03
69,FAST,Fastenal Company,46770405376,1955117,0.0,-3.27,16.15,19.48,11.62,55.14,38.75,111.24,209.24
70,ROST,"Ross Stores, Inc.",46201171968,2284289,0.0,-2.18,-2.2,-6.23,-5.27,36.56,28.04,71.82,59.42
71,ODFL,"Old Dominion Freight Line, Inc.",45552672768,919457,0.0,-8.64,8.93,4.04,-2.45,39.17,20.63,138.08,360.04
72,DDOG,"Datadog, Inc.",45365673984,5956001,0.0,9.03,6.59,2.02,7.08,39.51,-27.29,56.37,
73,EA,Electronic Arts Inc.,43571412992,2102932,0.0,4.23,15.58,13.41,22.92,32.84,26.87,23.04,92.08
74,KDP,Keurig Dr Pepper Inc.,43330232320,10690708,0.0,-5.06,-12.98,-2.9,10.07,4.72,-6.25,17.46,32.07
75,BKR,Baker Hughes Company,42420977664,3396061,0.0,-2.81,14.68,19.49,42.87,48.21,87.81,216.9,107.25
76,XEL,Xcel Energy Inc.,39950016512,2149340,0.0,1.34,11.17,30.12,47.91,15.86,13.99,22.05,57.61
77,VRSK,"Verisk Analytics, Inc.",39832911872,568609,0.0,-1.18,1.65,0.32,20.11,29.54,26.07,64.9,144.9
78,EXC,Exelon Corporation,39288852480,6052627,0.0,1.82,-0.27,12.33,9.89,3.49,11.39,69.07,42.83
79,LULU,lululemon athletica inc.,38314725376,2085983,0.0,-5.22,10.12,3.46,-32.7,-16.25,-24.68,-3.59,105.84
80,CTSH,Cognizant Technology Solutions ,37959430144,5078412,0.0,-6.36,-0.63,3.84,0.34,25.54,-9.39,33.22,16.37
81,GEHC,GE HealthCare Technologies Inc.,37701156864,2350102,0.0,-3.36,-9.06,-0.08,-11.27,7.27,,,
82,KHC,The Kraft Heinz Company,37059903488,14497559,0.0,-5.99,-11.8,-5.81,-10.47,-12.15,-2.68,6.95,-16.15
83,CCEP,Coca-Cola Europacific Partners ,35644055552,849688,0.0,0.45,-0.79,4.79,12.42,25.28,50.25,126.37,88.47
84,MCHP,Microchip Technology Incorporat,34841206784,9642289,0.0,-7.16,-17.02,-31.19,-25.36,-16.84,-23.55,31.61,72.45
85,IDXX,"IDEXX Laboratories, Inc.",34179555328,748556,0.0,-4.79,-12.28,-16.65,-25.31,-7.66,-36.42,22.74,104.93
86,TTWO,"Take-Two Interactive Software, ",32668379136,1510594,0.0,3.69,20.9,20.71,29.26,38.78,3.59,23.75,74.99
87,ZS,"Zscaler, Inc.",31162857472,1093224,0.0,2.42,9.89,0.61,0.96,35.48,-38.05,74.44,316.47
88,ANSS,"ANSYS, Inc.",29691023360,361555,0.0,-1.97,4.08,2.77,1.09,4.3,-17.44,14.97,100.84
89,CSGP,"CoStar Group, Inc.",29554014208,1955900,0.0,-4.98,-4.77,-6.34,-17.78,-10.04,-9.84,3.64,80.91
90,DXCM,"DexCom, Inc.",29247752192,3350142,0.0,6.5,7.56,-35.48,-44.0,-39.78,-47.44,-27.52,107.29
91,ON,ON Semiconductor Corporation,28379369472,5740352,0.0,-4.73,-6.13,-15.35,-14.13,-25.13,-4.49,212.32,208.71
92,GFS,GlobalFoundries Inc.,23421517824,1077041,0.0,-0.75,6.24,-22.12,-19.38,-28.69,-33.78,,
93,WBD,"Warner Bros. Discovery, Inc. - ",23305113600,29525393,0.0,1.82,22.9,19.05,12.96,-31.36,-61.0,-56.86,-66.42
94,CDW,CDW Corporation,23194599424,1765853,0.0,-12.01,-22.88,-27.23,-29.21,3.51,-13.2,56.45,120.7
95,BIIB,Biogen Inc.,22943178752,1259040,0.0,-9.65,-16.33,-30.93,-28.56,-49.68,-33.63,-44.4,-53.47
96,ILMN,"Illumina, Inc.",22116780032,3125210,0.0,-10.89,-3.57,7.8,2.7,-30.79,-63.92,-63.08,-50.62
97,MDB,"MongoDB, Inc.",21359366144,1542823,0.0,-0.83,4.96,11.96,-29.39,-22.79,-48.29,41.1,203.51
98,SMCI,"Super Micro Computer, Inc.",16553922560,233895513,0.0,21.7,-40.22,-67.76,-74.86,8.04,531.59,904.98,1747.71
99,MRNA,"Moderna, Inc.",14349862912,8965038,0.0,-12.77,-36.65,-70.2,-61.99,-69.75,-84.9,-54.42,129.19
100,DLTR,"Dollar Tree, Inc.",13946531840,3164645,0.0,5.98,-6.84,-38.11,-56.5,-50.77,-53.15,-32.87,-34.17
