Rank,Symbol,Name,Market Cap,Volume,1d%,7d%,30d%,90d%,6mo%,1y%,2y%,3y%,4y%
29,PDD,PDD Holdings Inc.,138911727616,19656278,-3.67,-11.58,-30.73,-24.08,-9.12,29.45,85.66,18.21,258.13
30,PANW,"Palo Alto Networks, Inc.",125772644352,5368572,-3.57,-4.69,2.76,18.4,36.86,64.14,104.13,357.26,421.64
31,ADP,"Automatic Data Processing, Inc.",124351799296,795143,0.18,-0.77,5.82,23.96,27.24,42.26,30.36,126.13,136.64
32,VRTX,Vertex Pharmaceuticals Incorpor,116181630976,978738,0.23,-8.74,-6.29,-7.52,9.14,31.95,102.13,48.93,147.49
33,SBUX,Starbucks Corporation,115810631680,4512315,2.13,3.03,7.62,39.44,14.47,6.79,-5.82,50.15,67.39
34,MU,"Micron Technology, Inc.",113801068544,9916193,-0.15,2.69,-4.03,-12.54,5.42,52.38,8.7,104.43,152.13
35,GILD,"Gilead Sciences, Inc.",112500785152,2529259,0.64,-2.48,6.33,24.03,24.12,22.28,37.5,38.19,65.96
36,ADI,"Analog Devices, Inc.",106403414016,1405032,0.25,0.78,-7.89,-9.9,10.33,13.98,28.5,97.76,133.22
37,INTC,Intel Corporation,105776324608,25021766,0.33,-1.6,4.08,-29.24,-43.69,-26.22,-48.99,-55.02,-43.26
38,MELI,"MercadoLibre, Inc.",101394800640,362725,1.69,3.65,-4.29,23.3,32.33,65.48,51.22,95.3,457.64
39,LRCX,Lam Research Corporation,93471596544,5634358,-0.74,-1.71,-12.43,-23.57,-23.58,20.49,16.61,148.21,528.09
40,CRWD,"CrowdStrike Holdings, Inc.",91159912448,2682561,3.99,6.88,16.12,8.39,15.17,142.84,79.73,248.4,
41,CTAS,Cintas Corporation,89512214528,707626,0.16,-0.62,6.82,18.1,44.45,91.36,112.71,266.1,452.25
42,PYPL,"PayPal Holdings, Inc.",86980378624,4509222,2.17,-0.75,7.64,44.43,46.85,36.34,-54.38,-51.54,-6.06
43,SNPS,"Synopsys, Inc.",86907117568,692548,1.46,1.46,4.85,1.02,-0.91,25.81,51.59,180.39,467.58
44,MDLZ,"Mondelez International, Inc.",86101663744,5285910,-0.56,-2.39,-8.82,-3.11,-8.63,-8.15,4.17,32.98,58.77
45,ABNB,"Airbnb, Inc.",85874909184,4982940,3.11,3.5,2.24,-6.45,-16.68,10.02,-17.93,,
46,CDNS,"Cadence Design Systems, Inc.",85608456192,998900,1.95,1.97,10.66,12.48,1.26,30.75,64.53,201.35,519.06
47,KLAC,KLA Corporation,85540855808,621442,0.95,-0.56,-20.26,-18.42,-7.98,35.11,51.97,232.16,547.05
48,REGN,"Regeneron Pharmaceuticals, Inc.",81314209792,847784,-0.72,-8.1,-27.23,-30.74,-23.71,-3.68,14.19,12.3,81.8
49,MRVL,"Marvell Technology, Inc.",80192798720,6280400,-0.46,2.71,25.0,35.74,22.97,47.56,5.86,155.63,402.43
50,MAR,Marriott International,79107801088,475600,0.44,-0.4,8.64,17.22,14.63,59.29,75.52,230.4,153.87
51,CEG,Constellation Energy Corporatio,78151090176,2046690,-0.75,10.79,-5.96,33.92,47.27,168.37,,,
52,DASH,"DoorDash, Inc.",73498091520,2575123,2.23,0.72,18.46,76.54,34.32,141.98,17.93,,
53,FTNT,"Fortinet, Inc.",71123001344,2366163,-1.22,-5.12,12.07,59.76,30.16,31.75,26.62,244.5,471.72
54,WDAY,"Workday, Inc.",71065051136,1612990,-0.05,-3.1,11.22,16.2,1.37,25.17,-2.83,38.12,42.16
55,ORLY,"O'Reilly Automotive, Inc.",70810173440,198134,1.85,-0.95,3.33,19.35,13.18,33.92,73.28,180.04,247.0
56,ADSK,"Autodesk, Inc.",69227954176,1481848,1.75,2.49,13.94,32.18,27.43,50.47,13.58,30.44,110.76
57,CSX,CSX Corporation,69037432832,6145028,1.2,-1.96,2.3,2.49,-5.68,11.42,-1.26,58.31,69.83
58,TEAM,Atlassian Corporation,67928735744,1883049,2.55,3.03,39.23,47.9,24.74,43.35,-31.96,36.85,151.55
59,TTD,"The Trade Desk, Inc.",64001740800,3043900,1.77,1.85,9.92,35.39,58.84,67.18,40.0,183.19,778.64
60,CPRT,"Copart, Inc.",60514398208,7096605,10.49,8.53,12.43,21.72,14.39,44.98,66.72,187.77,384.27
61,PCAR,PACCAR Inc.,60273643520,884445,0.8,-1.58,7.92,5.13,1.14,52.15,117.46,150.74,222.15
62,ROP,"Roper Technologies, Inc.",60129198080,145687,1.24,-1.77,1.73,-1.63,3.2,24.11,16.27,38.38,93.29
63,NXPI,NXP Semiconductors N.V.,57496440832,740839,0.75,1.47,-4.98,-18.63,-9.12,17.72,3.5,96.29,167.52
64,CHTR,"Charter Communications, Inc.",55207202816,625038,1.2,-4.38,19.14,20.77,36.88,15.86,-40.81,-31.31,13.08
65,FANG,"Diamondback Energy, Inc.",54137679872,1216333,1.37,2.13,-4.53,-10.31,3.79,52.82,100.42,488.33,128.41
66,DDOG,"Datadog, Inc.",52719915008,12660088,7.91,20.85,19.59,30.65,27.97,58.81,-13.62,68.48,
67,MNST,Monster Beverage Corporation,52589019136,1907952,0.18,-4.09,5.39,6.01,-8.63,-7.06,12.9,46.41,88.55
68,PAYX,"Paychex, Inc.",52055646208,681770,0.35,-1.32,4.8,18.1,22.43,33.24,14.64,123.66,131.52
69,AEP,American Electric Power Company,51986329600,1544337,-0.44,4.63,0.36,6.42,19.84,24.93,23.5,32.84,52.5
70,ROST,"Ross Stores, Inc.",48453836800,6870141,2.08,3.89,1.79,1.24,0.88,38.88,33.06,79.56,66.48
71,FAST,Fastenal Company,47635472384,1048983,0.95,-0.57,8.79,22.11,11.78,54.27,39.55,108.84,214.62
72,ODFL,"Old Dominion Freight Line, Inc.",47036813312,509922,0.88,-2.34,10.39,12.86,3.17,42.02,23.67,138.91,386.79
73,KDP,Keurig Dr Pepper Inc.,44376264704,9836700,1.46,-2.53,-10.09,-0.69,14.46,7.95,-3.96,21.04,37.31
74,BKR,Baker Hughes Company,43786526720,5564572,-1.35,2.8,18.1,24.81,47.36,52.25,96.76,234.68,111.46
75,EA,Electronic Arts Inc.,43737956352,1212201,-0.77,2.43,16.36,13.9,23.66,31.83,27.19,20.4,112.45
76,VRSK,"Verisk Analytics, Inc.",41081106432,381101,1.29,0.42,8.59,3.83,23.71,35.34,29.3,64.73,152.66
77,XEL,Xcel Energy Inc.,40966422528,1381091,-0.06,3.91,14.48,28.99,44.0,19.4,14.92,23.33,61.45
78,CTSH,Cognizant Technology Solutions ,39472549888,1076158,0.9,-2.96,5.19,5.57,4.91,26.94,-6.75,37.95,16.55
79,LULU,lululemon athletica inc.,38990905344,1529795,0.8,-3.24,14.16,11.41,-31.0,-13.77,-20.79,-2.81,117.93
80,EXC,Exelon Corporation,38881898496,2551541,-1.5,1.52,-1.58,9.03,7.97,3.21,6.73,66.3,41.5
81,KHC,The Kraft Heinz Company,38445559808,10209214,2.33,-0.98,-9.67,-4.71,-6.56,-8.4,0.17,12.19,-12.7
82,GEHC,GE HealthCare Technologies Inc.,37673746432,4617890,0.62,-1.98,-9.33,1.96,-12.01,6.31,,,
83,CCEP,Coca-Cola Europacific Partners ,36043669504,619803,0.1,2.04,2.03,7.94,13.91,26.6,52.86,136.63,92.67
84,MCHP,Microchip Technology Incorporat,35823935488,3975106,0.2,0.08,-14.54,-26.78,-24.22,-20.2,-20.49,32.62,63.78
85,IDXX,"IDEXX Laboratories, Inc.",34204059648,362225,-0.11,-2.72,-12.21,-11.18,-25.53,-10.75,-36.23,15.82,100.22
86,TTWO,"Take-Two Interactive Software, ",33061783552,757496,0.87,3.48,21.35,25.22,30.94,37.91,4.38,21.65,103.39
87,CSGP,"CoStar Group, Inc.",32725055488,2717666,3.66,5.35,4.65,6.04,-7.3,-2.61,-0.04,12.95,101.54
88,ZS,"Zscaler, Inc.",32175390720,1857446,1.66,0.42,6.29,10.7,6.06,33.72,-34.79,65.15,341.33
89,ANSS,"ANSYS, Inc.",30612310016,315559,0.26,1.67,6.01,10.83,4.4,4.99,-14.05,13.18,104.86
90,ON,ON Semiconductor Corporation,29663148032,2826103,1.67,1.64,-1.02,-7.71,-11.82,-24.88,0.99,221.84,205.06
91,DXCM,"DexCom, Inc.",28450938880,3485615,-2.07,0.54,5.36,-34.13,-46.09,-42.1,-45.52,-32.54,100.94
92,WBD,"Warner Bros. Discovery, Inc. - ",24777017344,23297239,-1.17,4.01,34.44,18.66,15.81,-26.69,-57.65,-51.32,-65.28
93,MDB,"MongoDB, Inc.",24607778816,2410661,5.87,10.99,14.03,35.29,-12.9,-13.06,-37.93,50.43,251.26
94,CDW,CDW Corporation,23840929792,1032801,0.42,-3.81,-19.41,-23.24,-27.46,3.4,-10.7,58.81,123.68
95,GFS,GlobalFoundries Inc.,23678502912,1202815,1.88,0.9,4.75,-26.72,-18.36,-31.96,-32.93,,
96,BIIB,Biogen Inc.,22994460672,1317227,-0.07,-4.76,-16.18,-29.9,-29.27,-48.16,-38.87,-44.28,-52.62
97,ILMN,"Illumina, Inc.",22258716672,1335841,2.67,-3.78,-3.36,21.47,6.76,-30.1,-61.74,-63.73,-49.12
98,SMCI,"Super Micro Computer, Inc.",19423188992,148398992,11.21,62.47,-30.9,-58.8,-71.03,35.24,625.14,1052.88,2009.2
99,MRNA,"Moderna, Inc.",15823715328,12263377,7.24,-2.66,-29.63,-66.19,-60.19,-67.95,-83.45,-50.39,126.13
100,DLTR,"Dollar Tree, Inc.",14287551488,2136541,1.19,2.14,-3.47,-37.62,-55.01,-51.08,-52.57,-31.48,-31.95
