Rank,Symbol,Name,Market Cap,Volume,1d%,7d%,30d%,90d%,6mo%,1y%,2y%,3y%,4y%
15,ADBE,Adobe Inc.,219879899136,1868161,0.0,-5.11,-0.81,-11.29,-10.17,5.24,-12.27,15.51,96.02
16,PEP,"Pepsico, Inc.",217789710336,4981432,0.0,-3.41,-8.24,-5.85,-1.16,-9.38,-0.46,33.02,65.74
17,LIN,Linde plc,214337781760,1828508,0.0,-1.2,-4.11,0.48,-2.37,26.28,36.02,97.05,198.05
18,AZN,Astrazeneca PLC,195958554624,6054022,0.0,-3.05,-17.78,-20.28,-3.93,-12.0,15.73,14.41,99.25
19,ISRG,"Intuitive Surgical, Inc.",192984907776,978957,0.0,0.88,11.98,27.12,37.98,72.75,48.63,149.79,210.86
20,INTU,Intuit Inc.,182357966848,1784238,0.0,-6.99,5.05,-1.1,0.64,47.22,2.08,130.96,201.02
21,TXN,Texas Instruments Incorporated,180792295424,7084270,0.0,-6.86,-1.47,-1.7,15.39,19.02,13.12,67.59,127.11
22,QCOM,QUALCOMM Incorporated,171393990656,14340080,0.0,-5.59,-8.46,-19.07,-11.39,29.85,-11.18,83.02,250.47
23,BKNG,Booking Holdings Inc. Common St,166027280384,166892,0.0,-0.13,16.98,26.03,44.91,93.93,111.68,191.68,165.61
24,CMCSA,Comcast Corporation,164502962176,13021889,0.0,-2.38,4.6,6.71,5.39,10.31,-7.36,13.5,33.05
25,PDD,PDD Holdings Inc.,161777827840,12804481,0.0,2.36,-17.72,-11.63,-0.55,53.1,107.87,41.25,284.08
26,AMGN,Amgen Inc.,154739621888,4229854,0.0,-2.9,-9.61,-12.95,7.85,38.63,40.2,27.97,83.5
27,HON,Honeywell International Inc.,147391479808,4630442,0.0,-2.62,6.64,4.01,13.64,17.96,16.65,60.12,72.5
28,AMAT,"Applied Materials, Inc.",140552634368,5744291,0.0,-8.64,-16.41,-22.38,-19.51,22.96,9.38,184.05,363.93
29,ARM,Arm Holdings plc,140518703104,3808558,0.0,-4.45,-10.47,-17.32,-5.08,,,,
30,PANW,"Palo Alto Networks, Inc.",128573652992,4809733,0.0,-1.29,6.36,18.29,37.14,71.46,108.72,391.5,438.38
31,ADP,"Automatic Data Processing, Inc.",121662578688,2116171,0.0,-3.03,4.07,20.4,23.57,40.57,28.57,121.06,131.97
32,VRTX,Vertex Pharmaceuticals Incorpor,116204806144,1642030,0.0,-7.91,-5.23,-7.6,9.91,32.48,103.32,53.2,141.27
33,SBUX,Starbucks Corporation,111377719296,7035029,0.0,0.07,5.31,32.44,10.19,3.51,-8.81,45.92,60.64
34,GILD,"Gilead Sciences, Inc.",110456905728,4549827,0.0,-6.06,4.68,22.04,24.2,20.88,36.16,36.58,65.41
35,MU,"Micron Technology, Inc.",109066756096,10179247,0.0,-5.5,-6.93,-17.59,-0.32,46.99,7.83,102.87,154.92
36,ADI,"Analog Devices, Inc.",104764981248,2991663,0.0,-3.89,-8.53,-10.09,7.29,14.95,27.24,95.07,134.03
37,INTC,Intel Corporation,103555129344,48273834,0.0,-0.62,3.4,-29.88,-47.43,-25.92,-49.99,-55.11,-44.21
38,MELI,"MercadoLibre, Inc.",97909858304,425181,0.0,-2.33,-5.35,15.64,26.23,55.98,46.72,100.19,431.66
39,LRCX,Lam Research Corporation,90132643840,8788695,0.0,-7.46,-14.64,-25.35,-27.07,22.84,21.15,177.78,634.8
40,CTAS,Cintas Corporation,88221655040,1015828,0.0,-2.49,6.31,22.79,41.76,88.2,111.7,253.43,421.09
41,MDLZ,"Mondelez International, Inc.",86141779968,5203273,0.0,-3.16,-9.45,-3.41,-7.54,-8.27,4.73,31.37,59.51
42,CRWD,"CrowdStrike Holdings, Inc.",85830868992,2481067,0.0,1.94,11.19,-1.35,6.21,131.72,68.97,245.21,
43,PYPL,"PayPal Holdings, Inc.",84955242496,5995413,0.0,-1.92,7.29,38.37,44.85,32.97,-55.42,-51.28,-8.16
44,ABNB,"Airbnb, Inc.",84500406272,5417725,0.0,1.54,1.84,-8.61,-17.3,8.56,-20.31,,
45,CDNS,"Cadence Design Systems, Inc.",83378700288,1634823,0.0,2.1,8.33,5.52,-4.41,30.35,59.94,203.31,507.05
46,SNPS,"Synopsys, Inc.",83191193600,732638,0.0,-2.15,1.59,-5.05,-7.16,21.42,45.52,175.91,448.64
47,KLAC,KLA Corporation,82507186176,1179533,0.0,-6.96,-22.49,-20.73,-14.15,31.61,47.65,230.0,530.53
48,REGN,"Regeneron Pharmaceuticals, Inc.",81686732800,654420,0.0,-9.46,-25.59,-31.53,-23.63,-1.41,16.43,15.42,76.55
49,MAR,Marriott International,77860052992,907838,0.0,-2.04,7.54,13.5,14.1,56.83,72.15,213.8,150.06
50,MRVL,"Marvell Technology, Inc.",77836730368,6378593,0.0,-3.15,23.98,32.39,5.87,45.64,3.47,150.75,397.97
51,CEG,Constellation Energy Corporatio,73631604736,2352942,0.0,3.1,-10.11,26.55,31.75,154.12,,,
52,DASH,"DoorDash, Inc.",71531192320,4731184,0.0,-2.43,19.18,66.93,29.28,137.94,12.14,,
53,FTNT,"Fortinet, Inc.",70858579968,5019385,0.0,-6.76,12.09,56.4,26.52,32.37,26.3,258.0,463.93
54,WDAY,"Workday, Inc.",68751597568,1208953,0.0,-4.02,5.82,12.01,-2.0,23.75,-5.93,41.9,37.06
55,ORLY,"O'Reilly Automotive, Inc.",68634296320,290457,0.0,-3.88,1.49,13.92,9.13,30.39,70.6,175.37,231.89
56,CSX,CSX Corporation,66665476096,7197585,0.0,-4.32,0.12,-2.14,-8.18,8.56,-4.15,51.74,63.72
57,ADSK,"Autodesk, Inc.",66342285312,1357070,0.0,-0.61,10.85,23.05,21.27,47.93,8.87,29.51,101.97
58,TEAM,Atlassian Corporation,63923277824,1467058,0.0,0.07,33.4,37.18,20.94,39.59,-36.84,41.99,138.83
59,TTD,"The Trade Desk, Inc.",61153820672,5961702,0.0,-5.56,7.08,30.09,51.41,64.15,30.71,186.12,698.53
60,ROP,"Roper Technologies, Inc.",58916974592,337674,0.0,-2.71,1.85,-3.69,0.99,22.04,13.6,37.55,90.48
61,PCAR,PACCAR Inc.,57667866624,1441427,0.0,-5.58,6.42,1.3,-2.97,48.79,109.8,140.66,208.17
62,NXPI,NXP Semiconductors N.V.,56000733184,2126509,0.0,-1.98,-6.7,-19.9,-13.89,19.58,0.58,92.49,166.92
63,CHTR,"Charter Communications, Inc.",55326638080,657121,0.0,-0.73,18.35,17.81,37.99,16.05,-40.66,-31.09,14.21
64,CPRT,"Copart, Inc.",53390237696,8154315,0.0,-3.08,-0.32,4.59,0.38,27.49,48.03,154.1,327.62
65,FANG,"Diamondback Energy, Inc.",52984324096,1405509,0.0,1.36,-6.03,-12.51,1.96,50.1,93.78,469.91,123.28
66,MNST,Monster Beverage Corporation,52224323584,3833783,0.0,-4.14,5.77,5.88,-9.57,-7.27,13.41,44.7,86.43
67,AEP,American Electric Power Company,51552292864,2390807,0.0,4.13,0.54,5.46,18.43,23.01,22.93,30.49,51.55
68,PAYX,"Paychex, Inc.",51044331520,1343766,0.0,-4.17,2.5,13.49,19.78,31.18,13.71,118.99,126.96
69,FAST,Fastenal Company,46873534464,1976470,0.0,-2.01,17.51,18.18,9.55,54.48,38.49,108.49,209.11
70,ROST,"Ross Stores, Inc.",46221082624,3677807,0.0,-0.71,-1.21,-5.38,-3.87,32.66,28.34,69.43,58.04
71,DDOG,"Datadog, Inc.",46015479808,6337974,0.0,9.76,4.12,11.79,10.22,38.64,-23.66,55.15,
72,ODFL,"Old Dominion Freight Line, Inc.",45759025152,668026,0.0,-5.3,10.14,8.02,-2.98,40.85,21.72,133.87,364.39
73,BKR,Baker Hughes Company,43845898240,8090698,0.0,1.47,18.47,23.98,46.37,54.32,94.44,230.11,110.36
74,EA,Electronic Arts Inc.,43723530240,1981701,0.0,2.36,17.43,13.55,23.46,33.49,26.9,23.24,84.23
75,KDP,Keurig Dr Pepper Inc.,43460661248,8265664,0.0,-3.9,-12.24,-2.55,12.81,6.72,-5.38,18.52,34.55
76,XEL,Xcel Energy Inc.,40225652736,2056959,0.0,2.1,12.69,27.72,44.17,16.43,13.41,20.3,58.63
77,VRSK,"Verisk Analytics, Inc.",40132169728,427520,0.0,-1.29,5.93,1.95,20.91,30.86,26.84,63.61,145.93
78,EXC,Exelon Corporation,38917066752,5510288,0.0,1.49,-0.38,8.48,8.38,2.95,8.75,61.78,41.62
79,GEHC,GE HealthCare Technologies Inc.,38788517888,5155646,0.0,-0.02,-5.9,3.02,-8.28,8.72,,,
80,CTSH,Cognizant Technology Solutions ,38461067264,2933088,0.0,-4.73,4.53,4.66,1.37,25.53,-8.21,35.09,18.87
81,LULU,lululemon athletica inc.,37853376512,1338969,0.0,-3.92,12.69,5.34,-32.58,-16.26,-22.94,-2.69,109.89
82,KHC,The Kraft Heinz Company,37339168768,11864083,0.0,-3.5,-11.34,-7.86,-8.41,-10.56,-2.91,6.12,-16.05
83,CCEP,Coca-Cola Europacific Partners ,35080630272,709135,0.0,0.53,-0.46,4.71,10.75,23.32,49.65,124.52,87.63
84,MCHP,Microchip Technology Incorporat,34970091520,8472261,0.0,-3.24,-15.8,-28.45,-29.52,-19.4,-22.12,32.06,71.72
85,IDXX,"IDEXX Laboratories, Inc.",34277754880,649981,0.0,-1.76,-11.55,-15.68,-25.68,-9.09,-35.73,19.65,101.27
86,TTWO,"Take-Two Interactive Software, ",32578809856,1324040,0.0,2.74,20.85,23.77,27.92,36.4,3.41,23.19,72.9
87,CSGP,"CoStar Group, Inc.",31267647488,4358612,0.0,1.14,1.92,0.46,-10.64,-5.52,-4.36,8.0,90.35
88,ZS,"Zscaler, Inc.",30641340416,1200540,0.0,-3.87,2.78,3.08,-0.16,28.82,-38.11,67.02,315.85
89,ANSS,"ANSYS, Inc.",29928886272,434417,0.0,-0.65,4.04,6.87,0.85,3.72,-16.51,13.65,101.06
90,DXCM,"DexCom, Inc.",29388367872,3076243,0.0,1.21,8.17,-34.35,-43.53,-40.71,-43.16,-29.09,102.34
91,ON,ON Semiconductor Corporation,28660393984,4774383,0.0,-4.16,-4.27,-10.8,-18.86,-26.08,-1.48,217.65,207.63
92,WBD,"Warner Bros. Discovery, Inc. - ",24409040896,43234629,0.0,7.92,31.96,19.59,13.84,-28.78,-59.1,-53.55,-65.74
93,CDW,CDW Corporation,23453132800,1317243,0.0,-8.3,-20.61,-25.54,-28.75,2.96,-11.63,55.78,119.67
94,GFS,GlobalFoundries Inc.,23023605760,1449695,0.0,-1.02,3.35,-28.33,-22.57,-33.13,-36.28,,
95,BIIB,Biogen Inc.,22732165120,1560602,0.0,-7.3,-17.28,-31.68,-28.88,-50.22,-33.9,-44.66,-53.71
96,ILMN,"Illumina, Inc.",20884447232,3065082,0.0,-10.8,-8.4,9.83,-0.47,-34.96,-64.38,-64.72,-51.98
97,MDB,"MongoDB, Inc.",20813471744,1056458,0.0,-3.39,-3.73,7.23,-31.61,-26.2,-48.02,34.83,190.2
98,SMCI,"Super Micro Computer, Inc.",15107576832,99856194,0.0,18.89,-44.48,-68.39,-77.75,-0.25,484.11,808.45,1539.14
99,MRNA,"Moderna, Inc.",14215176192,7307516,0.0,-15.02,-35.0,-70.22,-62.87,-70.09,-84.7,-61.05,115.02
100,DLTR,"Dollar Tree, Inc.",13583195136,5804717,0.0,1.46,-8.91,-40.02,-57.89,-52.93,-54.64,-33.82,-35.6
