Rank,Symbol,Name,Market Cap,Volume,1d%,7d%,30d%,90d%,6mo%,1y%,2y%,3y%,4y%
37,MS,Morgan Stanley,215718248448,2712370,0.0,3.49,25.7,29.52,54.37,64.45,50.39,202.18,284.97
38,LIN,Linde plc,213299740672,645107,0.0,-2.47,-4.54,2.57,-1.9,25.65,37.26,100.27,195.34
39,MCD,McDonald's Corporation,209127653376,1358002,0.0,-2.39,-3.34,16.7,0.99,5.15,16.81,67.66,88.74
40,NOW,"ServiceNow, Inc.",208111960064,521521,0.0,0.06,9.4,31.37,36.28,88.42,55.53,138.15,355.37
41,DIS,Walt Disney Company (The),205414924288,8854391,0.0,14.6,22.67,17.15,1.0,23.61,-25.55,-5.4,4.02
42,ABT,Abbott Laboratories,204119916544,2052416,0.0,0.95,3.16,14.86,0.84,20.35,-10.53,31.14,79.59
43,PM,Philip Morris International Inc,203387305984,1529380,0.0,3.62,10.11,25.89,50.0,53.57,62.72,118.69,137.27
44,AXP,American Express Company,200689336320,879304,0.0,-0.91,5.9,17.1,32.35,69.79,80.56,209.34,199.33
45,GE,GE Aerospace,192193069056,1531636,0.0,-3.88,-5.24,11.5,41.7,111.33,207.08,408.25,272.78
46,IBM,International Business Machines,191942443008,1506698,0.0,-2.1,-8.48,15.42,11.05,63.72,81.42,117.56,114.14
47,TMO,Thermo Fisher Scientific Inc,190944002048,1505745,0.0,-9.43,-16.08,-8.2,-14.36,-2.63,-22.68,28.5,108.15
48,INTU,Intuit Inc.,190309842944,741771,0.0,-0.69,10.97,3.42,6.69,62.03,8.98,140.65,229.12
49,ISRG,"Intuitive Surgical, Inc.",189697392640,676147,0.0,-0.78,10.7,21.73,37.42,71.24,46.25,162.71,204.35
50,TXN,Texas Instruments Incorporated,188400173056,1965578,0.0,-6.24,2.81,3.71,23.51,25.34,20.22,76.95,137.45
51,CAT,"Caterpillar, Inc.",185376653312,618177,0.0,-2.4,-0.68,11.89,16.42,68.07,97.59,204.72,234.43
52,GS,"Goldman Sachs Group, Inc. (The)",184056430592,896400,0.0,-0.44,18.14,19.89,51.87,81.19,64.43,200.44,242.6
53,QCOM,QUALCOMM Incorporated,183065034752,3071988,0.0,-3.51,-0.86,-20.38,3.09,45.72,-3.98,94.96,283.09
54,VZ,Verizon Communications Inc.,178130485248,8277615,0.0,4.53,-2.35,5.36,10.0,32.44,-3.0,-1.95,5.43
55,DHR,Danaher Corporation,165913804800,2174076,0.0,-6.41,-14.56,-6.63,-9.43,10.77,-18.26,39.8,142.65
56,BKNG,Booking Holdings Inc. Common St,165827706880,93838,0.0,1.36,18.36,22.85,47.12,90.62,110.07,180.46,174.72
57,T,AT&T Inc.,164931207168,16475091,0.0,2.89,6.5,25.3,39.88,57.55,49.01,39.17,57.41
58,CMCSA,Comcast Corporation,164502962176,5569761,0.0,-2.06,5.02,11.27,4.62,10.95,-6.44,14.13,34.4
59,RTX,RTX Corporation,158777376768,2334330,0.0,-2.93,-2.89,18.65,34.69,25.01,51.05,111.78,84.52
60,NEE,"NextEra Energy, Inc.",156749086720,4031338,0.0,-1.03,-5.37,8.03,39.29,5.54,-9.84,30.04,96.08
61,SPGI,S&P Global Inc.,156254666752,361728,0.0,0.2,-2.8,4.6,19.78,33.23,9.01,47.26,173.44
62,BLK,"BlackRock, Inc.",154984857600,197536,0.0,0.65,10.21,27.85,28.87,58.77,23.38,104.48,191.54
63,LOW,"Lowe's Companies, Inc.",153702809600,1380041,0.0,-0.04,-0.41,17.78,14.1,32.61,14.82,107.76,209.73
64,PGR,Progressive Corporation (The),149724758016,600820,0.0,-2.27,2.64,17.77,34.83,96.52,155.68,222.15,336.81
65,SYK,Stryker Corporation,149589164032,999353,0.0,4.31,11.79,19.62,12.05,43.81,51.05,117.58,135.49
66,AMGN,Amgen Inc.,149375057920,1633846,0.0,-14.56,-12.51,-15.23,1.88,30.74,35.48,25.06,76.93
67,SCHW,Charles Schwab Corporation (The,149062500352,2860913,0.0,10.24,25.96,9.33,20.92,51.51,-0.14,143.14,89.04
68,HON,Honeywell International Inc.,148887044096,991755,0.0,4.86,11.18,7.27,17.88,19.39,18.91,65.05,79.08
69,UBER,"Uber Technologies, Inc.",144609853440,28552162,0.0,-4.77,-9.93,-5.1,-13.26,70.4,56.24,109.1,
70,UNP,Union Pacific Corporation,142295318528,571479,0.0,-2.81,-1.2,-0.01,-6.46,20.04,1.82,47.6,66.69
71,PFE,"Pfizer, Inc.",141646413824,36434523,0.0,-6.42,-12.98,-11.51,0.23,-30.44,-51.22,-10.42,-21.72
72,ETN,"Eaton Corporation, PLC",141536935936,756232,0.0,-2.31,7.04,10.21,24.22,94.62,124.56,317.87,432.72
73,AMAT,"Applied Materials, Inc.",140424855552,3751761,0.0,-11.24,-15.15,-30.46,-17.51,26.36,12.26,184.88,361.56
74,PLTR,Palantir Technologies Inc.,140109627392,109727927,0.0,5.33,48.38,114.53,158.31,304.9,224.91,,
75,KKR,KKR & Co. Inc.,139407097856,1171219,0.0,-0.65,15.27,31.9,57.23,179.57,105.47,352.11,593.93
76,TJX,"TJX Companies, Inc. (The)",134770081792,2259816,0.0,1.76,5.69,5.72,24.01,57.03,69.89,141.6,165.35
77,BSX,Boston Scientific Corporation,133624799232,4568025,0.0,2.75,5.64,16.23,35.3,77.56,112.27,147.08,139.07
78,COP,ConocoPhillips,131433914368,1972508,0.0,2.36,3.81,1.12,4.83,14.64,80.1,224.78,104.67
79,C,"Citigroup, Inc.",130430738432,6211086,0.0,0.51,10.04,7.86,25.97,52.43,29.32,58.29,33.9
80,PANW,"Palo Alto Networks, Inc.",126480875520,1139974,0.0,-1.25,8.84,13.38,32.77,73.47,106.41,382.15,426.43
81,LMT,Lockheed Martin Corporation,125811073024,565442,0.0,-5.99,-12.71,15.06,24.38,18.22,64.41,63.36,112.84
82,ADP,"Automatic Data Processing, Inc.",121882615808,384421,0.0,-1.84,4.8,23.9,24.64,42.9,30.97,119.97,138.41
83,FI,"Fiserv, Inc.",120699002880,725786,0.0,0.74,12.94,36.6,41.55,84.11,101.12,110.7,155.98
84,VRTX,Vertex Pharmaceuticals Incorpor,120150147072,466965,0.0,-9.76,1.61,-5.0,12.24,40.21,108.69,58.01,143.48
85,ANET,"Arista Networks, Inc.",116924628992,996578,0.0,-7.29,-7.24,3.0,32.37,128.71,161.72,590.24,573.46
86,CB,Chubb Limited,116596088832,534275,0.0,2.78,3.29,11.49,17.13,54.35,58.35,134.12,140.73
87,BMY,Bristol-Myers Squibb Company,114957238272,5398756,0.0,4.67,7.98,42.73,13.57,-7.1,2.45,11.49,39.08
88,UPS,"United Parcel Service, Inc.",114731335680,1882779,0.0,1.5,2.65,-5.56,-8.02,-17.13,-29.53,29.73,53.99
89,SBUX,Starbucks Corporation,113378344960,3155417,0.0,3.16,4.6,39.16,11.83,4.63,-4.54,45.68,66.46
90,MDT,Medtronic plc.,113035526144,4224124,0.0,0.63,0.15,15.42,6.98,11.63,-6.27,2.49,16.6
91,NKE,"Nike, Inc.",111525863424,7576603,0.0,-1.36,-7.33,5.43,-23.22,-28.19,-53.19,-20.37,-2.2
92,DE,Deere & Company,110996783104,644906,0.0,2.97,1.37,9.56,11.88,8.87,20.91,148.47,169.08
93,GILD,"Gilead Sciences, Inc.",110332280832,4647296,0.0,-8.29,3.93,26.24,25.24,19.96,36.97,38.01,59.69
94,MMC,"Marsh & McLennan Companies, Inc",109932740608,616207,0.0,-0.64,-0.02,3.26,12.12,29.81,37.03,114.39,171.21
95,MU,"Micron Technology, Inc.",108213018624,8141679,0.0,-12.69,-4.72,-25.26,3.73,50.75,5.42,97.34,151.71
96,BA,Boeing Company (The),107523858432,6814266,0.0,-5.16,-6.99,-19.69,-28.48,-34.05,-29.56,-23.46,-61.79
97,INTC,Intel Corporation,106789879808,32019857,0.0,-5.46,6.22,-27.66,-42.01,-20.57,-47.95,-52.93,-40.94
98,PLD,"Prologis, Inc.",105630261248,986301,0.0,-1.51,-4.41,-5.13,-11.83,-4.57,-23.87,35.56,90.71
99,ADI,"Analog Devices, Inc.",103762075648,1177073,0.0,-7.43,-8.88,-11.72,11.0,17.62,27.3,91.36,131.51
100,SO,Southern Company (The),96403406848,2348350,0.0,-0.78,-1.5,10.78,31.65,29.85,47.07,96.59,129.46
101,DELL,Dell Technologies Inc.,95341592576,4169091,0.0,1.25,11.86,-0.26,16.69,191.83,160.57,445.34,478.62
102,MO,"Altria Group, Inc.",94964097024,3361673,0.0,3.71,13.13,19.77,49.5,40.65,50.97,92.33,79.63
103,SHW,Sherwin-Williams Company (The),94549393408,726225,0.0,-2.66,0.8,18.43,13.42,56.45,14.16,96.26,185.2
104,ELV,"Elevance Health, Inc.",92865454080,845386,0.0,-5.26,-18.2,-24.32,-18.91,-12.77,-9.24,57.65,41.51
105,TT,Trane Technologies plc,92548997120,362108,0.0,0.2,3.76,20.94,45.57,136.12,117.27,333.79,474.44
106,AMT,American Tower Corporation (REI,92289572864,829823,0.0,-2.09,-11.26,-4.7,-1.44,9.37,-22.91,-13.94,33.33
107,LRCX,Lam Research Corporation,90770702336,4645757,0.0,-9.74,-12.87,-31.92,-22.82,28.24,22.49,159.24,576.58
108,ICE,Intercontinental Exchange Inc.,89798418432,1340645,0.0,0.08,-3.42,6.2,13.34,44.46,19.82,77.51,117.79
109,CI,The Cigna Group,89754402816,566949,0.0,0.91,-6.18,-2.26,-2.25,24.61,49.66,90.1,77.43
110,GEV,GE Vernova Inc.,89723666432,1020164,0.0,-4.6,23.16,83.43,,,,,
111,PH,Parker-Hannifin Corporation,89076817920,185043,0.0,-0.49,10.59,27.72,32.15,98.1,131.92,295.49,362.98
112,WM,"Waste Management, Inc.",87612178432,419011,0.0,-2.6,4.6,1.42,6.67,36.91,40.92,119.23,152.19
113,DUK,Duke Energy Corporation (Holdin,87310163968,1943739,0.0,0.82,3.15,9.4,25.55,30.87,24.01,68.64,64.72
114,EQIX,"Equinix, Inc.",87131742208,139353,0.0,-1.47,4.01,13.37,2.41,24.09,16.93,37.14,153.99
115,CTAS,Cintas Corporation,87112589312,388828,0.0,-4.13,4.53,22.08,40.64,84.82,111.64,252.74,441.51
116,MDLZ,"Mondelez International, Inc.",85854289920,2980801,0.0,-3.0,-9.36,0.43,-7.62,-8.91,6.12,34.7,60.44
117,PYPL,"PayPal Holdings, Inc.",85541724160,5348099,0.0,2.84,5.19,41.18,46.51,32.89,-55.54,-50.38,-5.15
118,MCO,Moody's Corporation,85431386112,174134,0.0,-1.21,0.08,5.72,23.72,42.97,21.66,66.56,209.59
119,WELL,Welltower Inc.,84978499584,692016,0.0,-0.74,9.94,30.96,51.62,77.62,79.41,206.97,119.85
120,HCA,"HCA Healthcare, Inc.",84717707264,681875,0.0,-5.57,-11.66,5.68,6.59,23.8,36.04,228.1,152.05
121,APH,Amphenol Corporation,84223918080,1941633,0.0,-5.39,8.64,0.52,28.29,79.68,68.91,189.95,236.15
122,CRWD,"CrowdStrike Holdings, Inc.",83739942912,1545269,0.0,3.53,16.61,-9.46,14.83,125.83,61.54,231.25,
123,REGN,"Regeneron Pharmaceuticals, Inc.",83423543296,401553,0.0,-8.37,-24.49,-29.85,-21.36,1.19,21.38,19.97,76.47
124,KLAC,KLA Corporation,82719858688,425611,0.0,-9.96,-21.04,-27.74,-11.98,32.13,51.75,232.17,529.88
125,ABNB,"Airbnb, Inc.",82585477120,2185032,0.0,-1.8,-0.23,-10.21,-17.03,14.45,-22.83,,
126,PNC,"PNC Financial Services Group, I",82314616832,630688,0.0,1.74,15.7,23.8,37.57,71.58,17.94,135.36,108.28
127,MSI,"Motorola Solutions, Inc.",82285363200,253737,0.0,-2.45,7.49,25.09,49.49,79.31,93.77,286.88,350.35
128,AON,Aon plc,82040512512,209024,0.0,-1.21,7.3,28.02,21.04,22.67,32.72,95.52,137.4
129,CME,CME Group Inc.,82020188160,580391,0.0,0.92,2.74,16.21,5.26,29.3,12.65,59.1,51.77
130,CDNS,"Cadence Design Systems, Inc.",80435855360,547682,0.0,-2.62,8.59,-7.06,-4.66,28.62,56.48,195.99,502.63
131,CMG,"Chipotle Mexican Grill, Inc.",80426876928,2602091,0.0,0.35,1.79,4.25,8.83,45.84,68.74,160.29,459.7
132,SNPS,"Synopsys, Inc.",80395419648,297221,0.0,-6.76,1.12,-15.0,-7.37,19.62,43.0,169.4,452.36
133,ITW,Illinois Tool Works Inc.,79924420608,278353,0.0,-0.46,5.85,10.34,6.76,18.11,20.62,63.63,130.94
134,ZTS,Zoetis Inc.,79454756864,1331806,0.0,-0.45,-5.83,-0.63,-4.24,8.7,-25.48,27.48,110.64
135,USB,U.S. Bancorp,78999912448,3363288,0.0,0.87,14.43,20.92,21.25,65.26,3.26,61.33,24.84
136,GD,General Dynamics Corporation,78923661312,518289,0.0,-7.25,-2.86,1.05,6.46,38.81,49.72,117.4,94.89
137,MAR,Marriott International,78204649472,334306,0.0,0.2,9.66,14.39,14.14,59.67,74.52,206.59,156.26
138,MCK,McKesson Corporation,78156955648,257180,0.0,0.38,24.29,6.55,16.64,59.11,159.51,312.87,406.47
139,CL,Colgate-Palmolive Company,77383196672,2241962,0.0,2.29,-5.39,-1.65,10.92,29.45,22.82,40.85,66.72
140,EOG,"EOG Resources, Inc.",77033152512,908376,0.0,2.12,5.81,4.72,20.35,24.52,82.52,261.47,77.37
141,EMR,Emerson Electric Company,73327722496,1437460,0.0,1.44,17.98,10.92,19.55,57.59,50.37,123.46,123.48
142,APD,"Air Products and Chemicals, Inc",72516608000,639762,0.0,4.2,5.08,26.26,38.9,19.62,17.4,27.96,124.94
143,FDX,FedEx Corporation,72275632128,631870,0.0,3.3,13.13,-2.57,20.74,35.52,23.32,97.26,82.0
144,CEG,Constellation Energy Corporatio,71597056000,1619919,,,,,,,,,
145,TGT,Target Corporation,71349387264,2955709,0.0,3.52,2.46,3.28,-6.67,23.04,-24.4,40.49,150.55
146,NOC,Northrop Grumman Corporation,71224459264,408749,0.0,-7.59,-8.22,13.63,7.57,9.58,33.92,74.28,96.63
147,CVS,CVS Health Corporation,71024656384,8268348,0.0,1.55,-13.46,-1.7,-21.0,-16.73,-38.78,0.09,3.26
148,FTNT,"Fortinet, Inc.",70766608384,5685579,0.0,0.35,18.75,54.19,33.78,33.86,32.31,257.1,485.3
149,MMM,3M Company,70705537024,1278446,0.0,-2.83,-3.08,27.76,70.52,64.4,1.51,17.07,-1.34
150,TDG,Transdigm Group Incorporated,70370934784,133196,0.0,-7.37,-9.02,6.39,13.91,69.75,124.34,224.46,301.21
151,WMB,"Williams Companies, Inc. (The)",70269837312,4041081,0.0,2.36,17.78,36.87,62.73,96.03,156.59,265.24,196.96
152,ORLY,"O'Reilly Automotive, Inc.",70210478080,92826,0.0,-0.13,4.17,16.67,12.64,34.13,79.0,180.92,250.73
153,COF,Capital One Financial Corporati,69915525120,1142597,0.0,-0.66,23.07,27.8,34.92,68.86,34.2,211.97,152.72
154,ECL,Ecolab Inc.,69527592960,293966,0.0,-1.68,-2.68,1.88,10.83,41.14,11.33,23.85,64.39
155,CSX,CSX Corporation,67832172544,2905095,0.0,-2.26,3.88,2.05,-7.35,9.95,-0.77,57.72,71.85
156,SPG,"Simon Property Group, Inc.",67575754752,446057,0.0,0.64,7.73,21.58,24.94,76.06,36.16,243.6,39.09
157,CARR,Carrier Global Corporation,66632564736,1931474,0.0,-3.16,-7.91,10.52,32.36,66.1,46.45,197.17,
158,OKE,"ONEOK, Inc.",65536679936,1286612,0.0,4.7,21.11,35.48,49.81,99.72,128.59,427.48,153.62
159,RSG,"Republic Services, Inc.",65434677248,223631,0.0,-1.24,3.41,4.16,14.68,48.42,60.61,163.45,196.96
160,BDX,"Becton, Dickinson and Company",65098035200,601163,0.0,-2.72,-4.99,0.08,-2.3,-7.9,-3.34,-8.01,1.15
161,ADSK,"Autodesk, Inc.",64810020864,353240,0.0,-1.53,9.38,18.85,21.67,50.32,7.08,27.72,101.84
162,AJG,Arthur J. Gallagher & Co.,64571985920,182156,0.0,-0.18,0.37,9.02,20.46,45.31,81.97,204.96,314.24
163,FCX,"Freeport-McMoRan, Inc.",62456164352,6159041,0.0,-6.26,-10.28,-13.54,18.13,17.21,10.49,238.05,304.41
164,RCL,Royal Caribbean Cruises Ltd.,62169280512,658041,0.0,2.61,26.04,38.14,83.74,156.75,191.32,297.0,102.72
165,TFC,Truist Financial Corporation,62163378176,2141034,0.0,3.59,12.46,15.87,31.14,53.93,-5.35,55.96,24.76
166,AFL,AFLAC Incorporated,62116364288,443062,0.0,3.27,-0.58,20.33,39.79,68.52,106.97,242.0,167.83
167,GM,General Motors Company,62105407488,6248790,0.0,1.67,22.81,14.9,39.72,59.78,1.63,115.16,57.31
168,DLR,"Digital Realty Trust, Inc.",61715034112,1141064,0.0,0.34,15.37,15.36,24.52,84.51,19.56,47.53,106.46
169,KMI,"Kinder Morgan, Inc.",61683830784,7340702,0.0,3.31,20.48,41.17,63.2,75.51,113.32,147.74,115.77
170,SLB,Schlumberger N.V.,61379100672,3277401,0.0,0.66,-1.53,-8.78,-11.34,-5.84,54.91,149.73,14.35
171,HLT,Hilton Worldwide Holdings Inc.,60780449792,400498,0.0,0.76,6.55,11.98,22.61,75.36,62.84,211.33,241.26
172,NSC,Norfolk Southern Corporation,59430985728,337412,0.0,-3.26,8.65,16.65,3.85,25.14,-2.24,58.94,74.17
173,TRV,"The Travelers Companies, Inc.",59422224384,451259,0.0,1.92,13.66,23.22,21.14,53.56,79.35,141.38,135.71
174,SRE,DBA Sempra,58874433536,933300,0.0,1.85,13.88,23.18,35.65,30.96,56.62,73.21,91.52
175,PSA,Public Storage,58874269696,205616,0.0,-0.95,-3.37,12.25,23.91,23.26,6.39,109.25,103.51
176,PCAR,PACCAR Inc.,58795114496,584229,0.0,-1.76,9.31,7.82,-0.91,53.69,118.7,147.44,216.98
177,ROP,"Roper Technologies, Inc.",58726641664,209920,0.0,-3.51,0.88,-1.92,2.41,22.13,16.49,40.32,93.52
178,MET,"MetLife, Inc.",57567797248,712650,0.0,2.62,0.53,13.39,20.7,62.19,47.76,149.97,125.23
179,GWW,"W.W. Grainger, Inc.",57232474112,70574,0.0,-2.26,14.46,25.13,19.93,68.87,141.09,272.03,336.97
180,BK,The Bank of New York Mellon Cor,56817508352,1032386,0.0,1.47,7.48,20.64,42.87,87.09,48.08,143.87,76.81
181,JCI,Johnson Controls International ,55996272640,1159021,0.0,-0.86,9.88,20.42,41.26,36.75,14.78,153.14,189.32
182,NXPI,NXP Semiconductors N.V.,55744036864,939783,0.0,-6.22,-6.65,-22.09,-10.63,20.24,1.74,92.99,171.23
183,FICO,Fair Isaac Corporation,55434444800,37468,0.0,-2.38,14.43,43.19,80.17,196.96,423.27,460.77,896.35
184,CHTR,"Charter Communications, Inc.",55184453632,384357,0.0,-1.44,18.56,19.55,38.16,15.42,-40.15,-29.71,13.81
185,PCG,Pacific Gas & Electric Co.,55078006784,5476695,0.0,2.31,7.25,19.33,28.49,24.25,76.02,129.59,61.49
186,AMP,"Ameriprise Financial, Inc.",54725935104,202593,0.0,2.19,16.95,27.38,38.12,83.26,95.55,295.23,400.02
187,URI,"United Rentals, Inc.",54663458816,209879,0.0,-4.65,4.33,18.21,23.39,117.07,156.9,429.98,574.53
188,CPRT,"Copart, Inc.",54565556224,1301042,0.0,0.94,4.05,3.52,5.17,30.62,55.0,161.7,344.97
189,PSX,Phillips 66,54502158336,898067,0.0,4.37,-0.27,-5.0,-8.2,38.8,103.54,141.21,77.61
190,AZO,"AutoZone, Inc.",53410320384,53913,0.0,1.59,1.85,7.42,1.83,33.85,56.84,174.93,271.75
191,FANG,"Diamondback Energy, Inc.",53139079168,867130,0.0,0.64,-5.54,-12.18,3.9,46.59,102.25,459.42,121.92
192,ALL,Allstate Corporation (The),52682559488,368982,0.0,1.02,8.77,19.76,28.22,83.38,87.47,146.4,157.74
193,DHI,"D.R. Horton, Inc.",52498857984,854080,0.0,-3.78,-12.44,6.91,7.88,44.85,59.0,181.75,354.49
194,AEP,American Electric Power Company,51728252928,1483448,0.0,0.83,-0.05,8.9,18.99,22.07,25.85,35.41,51.99
195,MNST,Monster Beverage Corporation,51601911808,3379959,0.0,-1.98,7.23,6.44,-8.33,-7.75,13.11,47.03,83.16
196,PAYX,"Paychex, Inc.",51503198208,343213,0.0,-3.68,4.27,19.39,21.77,34.9,16.12,120.84,134.94
197,MPC,Marathon Petroleum Corporation,51129774080,736659,0.0,3.37,-0.66,-4.21,-8.4,44.93,168.59,383.01,195.7
198,VST,Vistra Corp.,50225860608,3843660,0.0,3.96,15.29,71.57,152.63,511.52,616.16,756.42,583.09
199,CMI,Cummins Inc.,49928802304,198683,0.0,2.15,10.48,26.79,35.79,65.87,83.14,123.4,189.83
200,O,Realty Income Corporation,49519525888,2055026,0.0,-1.55,-7.54,2.92,12.44,0.73,-5.2,22.86,12.44
201,D,"Dominion Energy, Inc.",48712179712,1683358,0.0,0.36,2.09,15.03,28.94,16.31,-14.79,-7.81,5.02
202,PWR,"Quanta Services, Inc.",48651440128,341535,0.0,-0.42,6.78,28.16,37.63,80.14,196.24,731.2,871.51
203,OXY,Occidental Petroleum Corporatio,47916482560,7706502,0.0,1.04,-6.01,-17.3,-14.74,-12.98,82.68,207.66,-14.46
204,NEM,Newmont Corporation,47860441088,5617887,0.0,-6.68,-20.31,-10.8,27.44,3.95,-22.08,-21.76,50.6
205,COR,"Cencora, Inc.",47702466560,504557,0.0,-1.78,10.49,10.04,4.15,39.91,94.14,152.62,216.23
206,AIG,"American International Group, I",47593578496,1140155,0.0,0.95,2.24,-1.16,4.85,39.32,43.62,167.17,103.22
207,FIS,Fidelity National Information S,47466668032,1492392,0.0,0.17,2.69,16.42,28.29,67.25,-13.05,-31.33,-8.54
208,FAST,Fastenal Company,47036809216,834278,0.0,-1.48,17.61,22.36,12.29,56.97,41.83,110.05,215.64
209,ROST,"Ross Stores, Inc.",46635786240,904134,0.0,-1.92,-0.83,-4.79,-5.01,37.98,31.91,75.39,62.07
210,MSCI,MSCI Inc.,46476918784,177895,0.0,0.11,-0.37,18.91,8.71,25.43,0.17,64.53,263.85
211,LHX,"L3Harris Technologies, Inc.",46436417536,263844,0.0,-6.07,1.45,4.89,16.27,33.02,24.69,60.08,77.9
212,AXON,"Axon Enterprise, Inc.",46038073344,285871,0.0,0.09,41.39,95.61,91.6,210.02,276.07,551.71,1091.98
213,ODFL,"Old Dominion Freight Line, Inc.",45949038592,438315,0.0,-4.72,12.11,10.48,0.47,36.78,25.27,144.33,379.38
214,KVUE,Kenvue Inc.,45947138048,5440262,0.0,2.09,10.64,34.78,29.76,1.14,,,
215,HWM,Howmet Aerospace Inc.,45694205952,511776,0.0,-1.03,9.3,42.79,65.88,143.88,264.83,580.97,518.62
216,NDAQ,"Nasdaq, Inc.",45658779648,782567,0.0,0.99,10.08,26.56,41.15,41.1,20.89,99.66,198.15
