Rank,Symbol,Name,Market Cap,Volume,1d%,7d%,30d%,90d%,6mo%,1y%,2y%,3y%,4y%
50,GS,"Goldman Sachs Group, Inc. (The)",184223629312,2216926,0.0,-3.48,15.08,16.26,51.03,79.27,61.69,200.84,237.5
51,TXN,Texas Instruments Incorporated,183419486208,5556013,0.0,-6.86,-1.26,-1.41,19.38,23.2,14.32,72.23,131.59
52,QCOM,QUALCOMM Incorporated,182992830464,6163097,0.0,-2.13,-3.24,-21.03,-0.98,42.17,-5.94,97.61,282.02
53,INTU,Intuit Inc.,182965534720,2493894,0.0,-7.63,3.8,-3.14,-0.5,50.68,0.61,131.54,202.87
54,VZ,Verizon Communications Inc.,176509779968,9794278,0.0,3.68,-3.46,2.74,10.15,31.09,-3.88,-4.1,5.46
55,DHR,Danaher Corporation,167048986624,2607968,0.0,-5.1,-14.26,-8.36,-8.44,11.36,-19.5,40.17,143.24
56,BKNG,Booking Holdings Inc. Common St,164721950720,188917,0.0,-1.75,15.96,21.11,46.23,92.35,109.35,186.97,169.36
57,T,AT&T Inc.,163094331392,18731350,0.0,1.88,4.98,22.13,38.24,56.97,47.89,35.91,57.72
58,CMCSA,Comcast Corporation,161539670016,20047398,0.0,-4.25,2.22,7.64,2.74,9.83,-8.74,11.83,32.33
59,NEE,"NextEra Energy, Inc.",158507319296,5091781,0.0,1.54,-4.34,7.9,40.61,7.99,-9.39,26.99,98.09
60,RTX,RTX Corporation,158338138112,3542808,0.0,-3.99,-3.51,15.97,34.01,24.33,50.02,113.1,83.75
61,SPGI,S&P Global Inc.,155956707328,1283458,0.0,-0.98,-3.67,2.95,18.34,32.19,7.69,49.03,171.79
62,PLTR,Palantir Technologies Inc.,154032078848,71352449,0.0,4.55,46.02,119.67,140.75,319.31,232.52,,
63,UBER,"Uber Technologies, Inc.",153798344704,19563305,0.0,-3.52,-11.22,-6.96,-12.09,68.65,60.92,113.69,
64,AMGN,Amgen Inc.,153100468224,2944243,0.0,-12.31,-12.48,-14.7,3.46,33.95,36.71,26.04,80.49
65,BLK,"BlackRock, Inc.",152291868672,653620,0.0,-2.44,7.55,22.54,25.36,55.19,20.14,101.56,185.76
66,PGR,Progressive Corporation (The),149095006208,1198715,0.0,-2.07,1.5,21.24,30.02,95.96,149.51,216.3,333.45
67,HON,Honeywell International Inc.,148477181952,3694650,0.0,1.81,7.31,5.54,15.61,19.12,17.79,63.23,74.56
68,SYK,Stryker Corporation,148429504512,1524142,0.0,2.59,9.81,16.83,10.24,40.57,48.51,117.99,133.63
69,LOW,"Lowe's Companies, Inc.",147076644864,4205355,0.0,-5.56,-6.07,8.57,9.02,27.68,8.29,96.64,194.02
70,SCHW,Charles Schwab Corporation (The,145439801344,3922407,0.0,3.01,20.64,19.81,19.02,49.21,-2.49,144.39,85.4
71,ETN,"Eaton Corporation, PLC",144196173824,1796803,0.0,-2.22,7.82,10.07,24.08,98.14,124.48,323.54,436.52
72,PFE,"Pfizer, Inc.",142241447936,52242352,0.0,-4.34,-15.57,-12.37,-3.5,-29.96,-51.44,-9.78,-20.61
73,UNP,Union Pacific Corporation,142133559296,1773328,0.0,-3.58,-1.85,-3.51,-6.03,20.1,0.26,44.65,64.18
74,AMAT,"Applied Materials, Inc.",139579834368,8355502,0.0,-10.21,-17.43,-31.0,-19.9,25.6,6.57,181.9,363.33
75,KKR,KKR & Co. Inc.,138737680384,2454055,0.0,-2.0,13.36,31.32,58.22,180.07,103.55,361.29,594.33
76,TJX,"TJX Companies, Inc. (The)",135186489344,4768997,0.0,1.59,5.22,4.63,25.31,53.89,68.69,137.68,164.92
77,BSX,Boston Scientific Corporation,133131067392,4432001,0.0,2.09,4.19,15.6,33.98,76.15,109.49,148.36,138.15
78,COP,ConocoPhillips,130156404736,5099824,0.0,0.93,2.62,-0.42,3.08,14.21,73.39,221.79,99.01
79,C,"Citigroup, Inc.",129740431360,10844529,0.0,-1.72,7.94,3.87,23.03,50.96,27.67,58.58,32.35
80,LMT,Lockheed Martin Corporation,127322767360,935310,0.0,-6.54,-11.87,14.44,24.54,19.16,63.65,63.53,107.98
81,PANW,"Palo Alto Networks, Inc.",127048908800,2266112,0.0,-2.52,6.94,14.64,39.16,76.31,104.84,390.43,428.79
82,FI,"Fiserv, Inc.",122385850368,2582312,0.0,0.12,14.58,36.9,42.8,84.15,106.97,116.46,155.82
83,ADP,"Automatic Data Processing, Inc.",121234759680,1741743,0.0,-3.01,3.4,21.65,24.1,42.12,28.01,122.43,133.82
84,ANET,"Arista Networks, Inc.",120211341312,3220959,0.0,-4.94,-7.18,5.44,32.76,132.4,157.22,602.31,591.66
85,BMY,Bristol-Myers Squibb Company,118100918272,10119654,0.0,-2.66,10.28,42.92,13.29,-3.79,4.87,14.46,40.21
86,VRTX,Vertex Pharmaceuticals Incorpor,115375562752,2174927,0.0,-10.71,-4.27,-8.38,8.78,34.09,101.5,54.19,138.33
87,CB,Chubb Limited,114427420672,1059613,0.0,1.13,0.37,8.84,14.43,51.87,53.16,124.36,135.67
88,UPS,"United Parcel Service, Inc.",112777109504,3124173,0.0,2.45,1.38,-7.31,-9.49,-16.39,-30.28,29.55,53.74
89,NKE,"Nike, Inc.",112615194624,9932391,0.0,-3.51,-10.36,1.96,-23.66,-28.87,-54.3,-20.34,-4.0
90,SBUX,Starbucks Corporation,111479726080,8234481,0.0,-1.35,3.21,31.85,9.45,4.14,-7.65,45.61,64.98
91,DE,Deere & Company,109464625152,866977,0.0,-0.64,-1.33,6.36,10.35,7.89,18.7,143.54,164.3
92,GILD,"Gilead Sciences, Inc.",109360185344,8020836,0.0,-9.56,1.87,23.63,24.71,19.29,34.99,36.76,58.23
93,MDT,Medtronic plc.,109020995584,7859214,0.0,-3.7,-3.79,9.69,1.87,6.68,-11.06,0.15,12.92
94,BA,Boeing Company (The),108847071232,7245857,0.0,-2.26,-2.52,-21.74,-27.56,-33.0,-28.34,-18.52,-62.26
95,MMC,"Marsh & McLennan Companies, Inc",108405350400,1387053,0.0,-1.37,-2.66,1.58,9.58,26.57,32.5,110.87,162.64
96,MU,"Micron Technology, Inc.",108357156864,12620801,0.0,-10.05,-3.9,-23.26,2.57,50.54,5.44,99.02,152.62
97,PLD,"Prologis, Inc.",106630520832,2950732,0.0,0.9,-3.12,-4.53,-11.44,-0.84,-25.08,39.24,91.8
98,ADI,"Analog Devices, Inc.",104477016064,2883205,0.0,-4.55,-9.78,-13.18,10.64,17.9,26.1,95.83,135.02
99,INTC,Intel Corporation,104374599680,56868343,0.0,-3.39,3.15,-29.08,-45.06,-21.21,-49.76,-54.1,-42.87
100,SO,Southern Company (The),96737591296,3332935,0.0,0.78,0.1,10.65,32.08,31.09,47.93,96.31,131.68
101,GEV,GE Vernova Inc.,94986477568,2196941,0.0,-2.7,27.53,86.06,,,,,
102,SHW,Sherwin-Williams Company (The),94979555328,1671710,0.0,-3.87,-1.26,14.87,11.68,57.14,11.13,94.67,182.21
103,MO,"Altria Group, Inc.",94672084992,6640787,0.0,3.58,11.21,18.59,43.55,40.6,50.16,89.44,79.34
104,AMT,American Tower Corporation (REI,93995180032,1759267,0.0,2.59,-8.89,-3.59,0.06,12.96,-23.45,-12.46,35.33
105,TT,Trane Technologies plc,92941664256,579362,0.0,-0.46,3.33,19.56,44.98,137.93,115.12,331.19,479.0
106,DELL,Dell Technologies Inc.,92336029696,5183718,0.0,-1.88,11.48,1.93,15.94,193.52,157.24,386.06,465.15
107,ELV,"Elevance Health, Inc.",91424055296,1999529,0.0,-7.33,-20.12,-28.52,-21.18,-14.83,-11.38,57.09,38.91
108,ICE,Intercontinental Exchange Inc.,90679771136,1674945,0.0,0.54,-2.36,6.35,14.34,46.59,19.21,80.78,120.92
109,LRCX,Lam Research Corporation,90287038464,7431445,0.0,-7.88,-15.31,-32.75,-26.0,23.87,12.66,170.99,513.17
110,PH,Parker-Hannifin Corporation,89714327552,254444,0.0,-2.6,9.26,21.92,30.89,97.25,127.73,299.16,358.31
111,CI,The Cigna Group,89704341504,1322717,0.0,-5.99,-6.99,-4.7,-4.34,23.9,48.29,91.1,79.17
112,EQIX,"Equinix, Inc.",89058607104,545042,0.0,1.52,5.77,14.71,3.37,27.93,17.14,40.1,160.25
113,WM,"Waste Management, Inc.",87919230976,1369951,0.0,-2.04,3.21,-0.47,6.51,37.3,39.82,118.63,151.68
114,CTAS,Cintas Corporation,87907082240,1130568,0.0,-2.56,4.41,21.39,41.0,88.02,109.18,244.31,406.71
115,DUK,Duke Energy Corporation (Holdin,87738507264,3188099,0.0,1.96,3.0,8.64,24.26,32.14,24.18,68.05,65.37
116,HCA,"HCA Healthcare, Inc.",86679216128,852452,0.0,-6.39,-13.26,5.26,4.21,24.83,35.4,224.2,154.29
117,APH,Amphenol Corporation,86357819392,3365901,0.0,-3.31,9.3,1.07,29.26,83.92,67.85,193.1,239.43
118,MDLZ,"Mondelez International, Inc.",86276235264,5502261,0.0,-3.37,-10.11,-2.36,-9.12,-9.25,4.61,32.78,57.71
119,WELL,Welltower Inc.,86043295744,1084201,0.0,0.9,11.68,31.83,52.63,76.93,78.92,217.99,120.14
120,PYPL,"PayPal Holdings, Inc.",85458141184,11696844,0.0,-3.28,2.99,36.05,44.68,32.45,-56.21,-50.48,-8.26
121,MCO,Moody's Corporation,85204041728,545037,0.0,-2.02,-0.9,3.82,20.97,41.22,20.32,68.0,206.97
122,CRWD,"CrowdStrike Holdings, Inc.",85030191104,2842565,0.0,3.17,18.42,-4.27,7.2,136.27,68.52,249.58,
123,CME,CME Group Inc.,82760048640,1964319,0.0,1.65,3.7,16.97,6.25,30.82,11.76,62.0,54.65
124,KLAC,KLA Corporation,82350678016,1393594,0.0,-7.31,-23.27,-28.68,-13.38,34.12,44.69,231.32,527.86
125,ABNB,"Airbnb, Inc.",82312593408,5136557,0.0,-4.34,-2.99,-13.1,-19.79,11.52,-23.44,,
126,CDNS,"Cadence Design Systems, Inc.",82177425408,1259703,0.0,-0.42,7.18,-3.88,-4.16,30.67,56.34,203.64,503.0
127,SNPS,"Synopsys, Inc.",82032951296,570623,0.0,-4.0,0.95,-12.89,-7.28,21.71,42.18,176.38,447.38
128,AON,Aon plc,81997250560,688152,0.0,-1.1,5.8,27.84,20.33,22.12,30.06,93.91,138.36
129,PNC,"PNC Financial Services Group, I",81619099648,1543363,0.0,-2.31,12.72,16.72,40.1,69.3,14.61,127.77,102.49
130,MSI,"Motorola Solutions, Inc.",81464795136,312751,0.0,-1.91,4.48,23.35,45.53,78.36,87.6,282.71,339.75
131,REGN,"Regeneron Pharmaceuticals, Inc.",81266384896,979213,0.0,-9.82,-26.44,-32.0,-23.4,-0.26,17.3,17.78,75.04
132,CMG,"Chipotle Mexican Grill, Inc.",80024903680,9441734,0.0,-0.91,1.38,1.71,9.16,43.91,66.26,159.98,456.24
133,ZTS,Zoetis Inc.,79206522880,1630997,0.0,-0.33,-7.46,-3.56,-3.61,9.21,-26.89,26.94,110.49
134,ITW,Illinois Tool Works Inc.,78848712704,614749,0.0,-2.85,3.29,5.72,4.13,16.02,17.16,61.6,120.8
135,USB,U.S. Bancorp,78625513472,5065926,0.0,-1.25,11.75,17.72,21.11,65.46,1.98,60.89,23.57
136,MCK,McKesson Corporation,78150615040,593006,0.0,0.01,22.61,5.56,17.53,57.29,154.81,313.43,387.83
137,GD,General Dynamics Corporation,77792763904,1695037,0.0,-10.5,-5.48,-3.18,4.17,36.69,44.83,108.91,84.68
138,MAR,Marriott International,77607174144,889958,0.0,-2.32,6.64,9.78,13.64,58.0,71.64,207.31,151.97
139,CL,Colgate-Palmolive Company,76480397312,3093139,0.0,1.79,-6.85,-2.92,9.09,27.79,19.8,38.7,64.46
140,EOG,"EOG Resources, Inc.",76031983616,1761877,0.0,1.56,3.97,4.24,18.49,22.79,73.0,251.27,74.12
141,EMR,Emerson Electric Company,73875111936,2729095,0.0,0.69,17.33,9.99,19.63,58.57,50.08,126.95,121.89
142,CEG,Constellation Energy Corporatio,73368887296,2112377,0.0,-0.98,-10.42,14.89,31.24,154.46,,,
143,APD,"Air Products and Chemicals, Inc",72918990848,1881508,0.0,4.49,4.47,23.34,37.67,22.37,17.0,26.35,124.89
144,NOC,Northrop Grumman Corporation,72316444672,661703,0.0,-8.0,-7.74,13.28,7.39,10.36,33.45,73.39,93.42
145,TGT,Target Corporation,71865303040,9061773,0.0,1.77,1.08,1.43,-8.78,27.97,-24.98,41.02,147.67
146,FDX,FedEx Corporation,71601299456,1050033,0.0,1.13,10.74,-6.07,19.81,34.29,21.05,89.78,76.98
147,WMB,"Williams Companies, Inc. (The)",71433986048,6491494,0.0,2.99,18.19,39.84,66.17,104.95,156.79,274.68,202.56
148,FTNT,"Fortinet, Inc.",71343325184,5491729,0.0,-6.58,13.02,52.64,27.3,33.5,23.47,256.46,466.45
149,TDG,Transdigm Group Incorporated,70424535040,319331,0.0,-9.03,-9.83,3.12,12.98,71.12,124.37,226.3,291.57
150,CVS,CVS Health Corporation,70181527552,8578075,0.0,-0.07,-14.52,-5.05,-22.55,-17.67,-40.1,-1.65,1.04
151,COF,Capital One Financial Corporati,69914329088,1545980,0.0,-4.53,19.62,21.96,34.94,66.86,31.73,209.44,147.85
152,MMM,3M Company,69807013888,2600414,0.0,-3.1,-4.55,25.42,68.65,63.7,-0.76,14.73,-3.11
153,ORLY,"O'Reilly Automotive, Inc.",69310898176,222227,0.0,-2.27,1.99,15.05,11.0,32.37,73.39,178.13,237.08
154,ECL,Ecolab Inc.,69176475648,751097,0.0,-2.5,-4.45,-0.14,10.07,39.86,8.99,22.85,63.13
155,SPG,"Simon Property Group, Inc.",67821285376,1160444,0.0,-0.07,7.08,21.11,23.64,75.49,34.38,265.87,37.85
156,CARR,Carrier Global Corporation,67123187712,6252893,0.0,-2.57,-9.21,6.65,29.9,67.37,44.65,195.68,
157,CSX,CSX Corporation,67028504576,8861187,0.0,-5.26,0.99,-1.72,-8.51,8.96,-3.47,54.2,65.93
158,OKE,"ONEOK, Inc.",66077052928,3238069,0.0,3.73,20.61,35.96,50.89,104.27,125.05,431.39,152.46
159,RSG,"Republic Services, Inc.",66046889984,906962,0.0,-0.43,2.96,3.59,15.72,49.96,59.91,164.96,196.73
160,ADSK,"Autodesk, Inc.",65773346816,1347187,0.0,-2.77,10.23,20.24,21.55,51.55,7.35,30.41,101.33
161,BDX,"Becton, Dickinson and Company",64653987840,1379180,0.0,-5.1,-6.54,-3.1,-4.35,-9.72,-5.42,-8.46,0.04
162,AJG,Arthur J. Gallagher & Co.,64402202624,692022,0.0,-0.08,-0.83,9.52,18.17,43.02,76.65,200.0,309.95
163,FCX,"Freeport-McMoRan, Inc.",63397351424,11799851,0.0,-1.74,-9.44,-11.61,16.72,18.83,9.87,244.71,298.44
164,RCL,Royal Caribbean Cruises Ltd.,63096897536,1205614,0.0,-0.06,21.57,36.69,85.21,157.86,199.79,336.07,104.62
165,KMI,"Kinder Morgan, Inc.",62383648768,15440864,0.0,2.97,20.99,42.25,64.1,80.49,113.24,150.0,118.06
166,DLR,"Digital Realty Trust, Inc.",62119895040,1354263,0.0,2.42,17.68,16.25,28.08,89.7,20.01,55.3,110.34
167,TFC,Truist Financial Corporation,61902258176,5293240,0.0,0.41,10.63,12.51,29.84,55.66,-6.9,54.03,23.66
168,AFL,AFLAC Incorporated,61735825408,1036523,0.0,0.63,0.06,19.36,36.69,65.65,103.9,239.06,165.74
169,GM,General Motors Company,61449854976,14528516,0.0,-4.42,14.98,11.01,37.97,54.2,-1.78,110.08,52.83
170,HLT,Hilton Worldwide Holdings Inc.,60886491136,941636,0.0,-0.18,5.46,9.59,22.92,77.3,62.48,211.92,240.37
171,SLB,Schlumberger N.V.,60863664128,8173034,0.0,-2.69,-2.51,-10.96,-12.74,-6.79,52.22,148.68,13.29
172,SRE,DBA Sempra,59146792960,2901753,0.0,1.37,14.55,23.19,35.46,32.82,56.46,74.77,91.71
173,TRV,"The Travelers Companies, Inc.",58859216896,629368,0.0,0.35,12.01,19.57,19.16,51.47,76.03,136.34,134.25
174,ROP,"Roper Technologies, Inc.",58757206016,355629,0.0,-3.04,0.37,-3.24,1.85,22.3,14.24,38.4,93.03
175,NSC,Norfolk Southern Corporation,58756788224,949671,0.0,-4.2,6.51,11.83,3.82,24.48,-4.72,55.66,71.69
176,PSA,Public Storage,58565206016,666664,0.0,-0.73,-3.88,10.34,21.43,24.05,4.01,113.03,102.75
177,PCAR,PACCAR Inc.,58068819968,1592535,0.0,-4.95,6.64,1.96,-3.58,51.12,113.25,141.45,210.78
178,GWW,"W.W. Grainger, Inc.",57381965824,138530,0.0,-4.0,14.03,19.08,20.0,68.06,134.32,271.37,326.85
179,MET,"MetLife, Inc.",57214660608,1760904,0.0,1.05,-1.58,10.86,18.99,60.87,45.18,147.86,123.65
180,BK,The Bank of New York Mellon Cor,56428523520,1485879,0.0,-1.36,5.5,21.01,42.08,83.27,45.94,142.83,76.29
181,JCI,Johnson Controls International ,56299470848,3398810,0.0,-3.55,7.5,16.29,40.28,36.25,11.95,147.1,183.23
182,NXPI,NXP Semiconductors N.V.,55891447808,1500957,0.0,-3.14,-7.72,-24.04,-11.39,22.16,-0.37,94.62,171.02
183,FICO,Fair Isaac Corporation,55621070848,81114,0.0,-2.79,12.81,41.47,77.35,194.88,425.3,470.69,892.97
184,CHTR,"Charter Communications, Inc.",55363850240,881321,0.0,-2.83,15.21,17.54,39.27,17.16,-41.01,-31.04,14.2
185,PCG,Pacific Gas & Electric Co.,54921093120,15400475,0.0,-0.43,7.36,18.57,27.57,24.69,76.72,133.34,58.37
186,AMP,"Ameriprise Financial, Inc.",54576533504,338454,0.0,-0.26,14.39,31.99,36.79,82.86,91.77,297.27,397.87
187,CPRT,"Copart, Inc.",54488387584,4467882,0.0,-0.41,1.22,4.67,3.48,31.84,52.01,161.27,338.73
188,URI,"United Rentals, Inc.",54084468736,461621,0.0,-5.86,1.13,10.98,22.13,114.38,151.98,430.39,549.46
189,PSX,Phillips 66,54076780544,1495405,0.0,3.25,-1.94,-4.71,-8.52,39.48,101.25,143.64,76.75
190,VST,Vistra Corp.,52687396864,6309084,0.0,6.21,24.71,80.77,156.44,541.92,646.35,794.37,607.73
191,DHI,"D.R. Horton, Inc.",52641681408,1767424,0.0,-2.85,-12.18,0.43,7.52,44.16,57.34,171.0,358.41
192,FANG,"Diamondback Energy, Inc.",52593057792,1632129,0.0,1.05,-6.57,-12.37,2.11,46.13,90.65,458.69,115.98
193,AZO,"AutoZone, Inc.",52520136704,106694,0.0,-2.1,-1.24,4.07,0.09,31.47,51.77,170.33,257.35
194,MNST,Monster Beverage Corporation,52253499392,3439967,0.0,-3.61,7.96,6.42,-7.85,-6.15,13.35,47.98,84.7
195,ALL,Allstate Corporation (The),52060274688,879564,0.0,-0.47,6.32,17.73,26.51,81.16,82.18,139.6,154.8
196,AEP,American Electric Power Company,51499032576,1879732,0.0,2.32,-0.08,7.27,18.56,22.9,24.4,34.06,50.52
197,PAYX,"Paychex, Inc.",51051843584,1288660,0.0,-5.43,1.25,14.84,19.19,31.73,12.95,119.42,129.03
198,MPC,Marathon Petroleum Corporation,51036573696,1286099,0.0,1.76,-2.34,-4.83,-8.48,44.07,164.02,384.94,193.48
199,O,Realty Income Corporation,50044567552,3359275,0.0,-0.82,-7.08,3.22,13.75,1.64,-6.59,26.17,11.91
200,CMI,Cummins Inc.,49640677376,418975,0.0,0.96,8.65,21.57,33.91,65.02,80.1,119.57,184.06
201,NEM,Newmont Corporation,49158275072,7323202,0.0,2.01,-18.11,-10.2,29.84,8.29,-20.81,-18.85,53.27
202,PWR,"Quanta Services, Inc.",48827097088,823485,0.0,0.33,7.53,27.57,36.94,81.33,190.81,733.99,867.16
203,D,"Dominion Energy, Inc.",48376176640,3370645,0.0,-0.96,2.15,13.64,25.31,15.93,-15.5,-10.24,3.57
204,OXY,Occidental Petroleum Corporatio,47386320896,6803384,0.0,-0.61,-6.31,-18.36,-16.38,-13.37,75.87,207.34,-15.02
205,COR,"Cencora, Inc.",47234007040,562123,0.0,-3.04,9.21,7.39,3.37,37.13,88.73,148.04,210.49
206,HWM,Howmet Aerospace Inc.,47126274048,2055955,0.0,1.15,11.94,42.77,69.03,153.75,273.59,623.92,530.11
207,AIG,"American International Group, I",46969810944,3145078,0.0,-0.11,-0.4,-3.29,2.19,36.89,40.91,157.27,99.74
208,MSCI,MSCI Inc.,46856257536,457230,0.0,0.24,-0.95,18.19,9.62,28.16,-0.37,68.38,266.95
209,FAST,Fastenal Company,46770405376,1955117,0.0,-3.27,16.15,19.48,11.62,55.14,38.75,111.24,209.24
210,LHX,"L3Harris Technologies, Inc.",46715719680,650123,0.0,-7.38,1.04,2.3,15.29,33.46,23.44,59.86,73.95
211,AXON,"Axon Enterprise, Inc.",46530678784,979095,0.0,-0.96,41.2,91.03,93.73,213.21,278.72,569.96,1053.28
212,FIS,Fidelity National Information S,46341513216,3057088,0.0,-2.98,-0.34,12.41,25.03,62.69,-14.68,-32.23,-12.21
213,ROST,"Ross Stores, Inc.",46201171968,2284289,0.0,-2.18,-2.2,-6.23,-5.27,36.56,28.04,71.82,59.42
