Rank,Symbol,Name,Market Cap,Volume,1d%,7d%,30d%,90d%,6mo%,1y%,2y%,3y%,4y%
39,NOW,"ServiceNow, Inc.",211058147328,836400,0.09,-1.26,8.98,34.46,38.04,91.56,54.23,147.17,354.38
40,MCD,McDonald's Corporation,208471932928,2523690,0.06,-3.52,-4.25,13.73,0.54,4.45,15.44,67.87,87.27
41,DIS,Walt Disney Company (The),206918008832,9293664,1.64,13.29,22.07,16.04,4.3,25.27,-24.63,-3.57,4.27
42,PM,Philip Morris International Inc,202734272512,4172587,0.66,4.35,8.5,24.27,48.67,52.38,61.14,116.97,135.51
43,AXP,American Express Company,202675863552,1522495,0.76,-1.8,6.0,15.56,32.85,70.83,82.06,215.66,201.13
44,ABT,Abbott Laboratories,201075949568,5599658,-1.02,-0.74,0.45,13.39,-1.4,17.48,-13.31,29.61,76.55
45,IBM,International Business Machines,198428819456,3619628,2.07,1.27,-7.69,17.42,12.33,68.12,86.12,123.06,119.57
46,TMO,Thermo Fisher Scientific Inc,196161306624,1511825,0.73,-6.23,-14.42,-7.61,-13.13,-0.63,-22.02,31.98,113.48
47,ISRG,"Intuitive Surgical, Inc.",192984907776,978957,0.56,1.13,10.49,23.7,39.59,73.24,48.61,169.0,211.13
48,GE,GE Aerospace,192625983488,2563921,0.24,-3.57,-5.97,9.45,40.51,111.27,205.64,415.7,272.75
49,CAT,"Caterpillar, Inc.",184188960768,1839257,-0.22,-3.79,-3.36,6.61,14.96,66.6,96.17,202.36,232.39
50,GS,"Goldman Sachs Group, Inc. (The)",182673653760,1188141,0.09,-3.39,15.19,16.37,51.17,79.44,61.85,201.13,237.82
51,INTU,Intuit Inc.,182357966848,1784238,1.0,-6.7,4.84,-2.17,0.5,52.19,1.61,133.85,205.89
52,TXN,Texas Instruments Incorporated,180792295424,7084270,-1.43,-8.19,-2.67,-2.82,17.67,21.43,12.69,69.76,128.27
53,VZ,Verizon Communications Inc.,177730584576,7716090,0.69,4.4,-2.79,3.45,10.91,31.99,-3.21,-3.43,6.19
54,QCOM,QUALCOMM Incorporated,171393990656,14340080,-6.34,-8.33,-9.37,-26.03,-7.26,33.16,-11.9,85.08,257.81
55,DHR,Danaher Corporation,168362311680,2662051,0.98,-4.17,-13.42,-7.46,-7.54,12.45,-18.72,41.54,145.63
56,BKNG,Booking Holdings Inc. Common St,166027280384,166892,0.79,-0.97,16.88,22.07,47.39,93.87,111.0,189.25,171.5
57,CMCSA,Comcast Corporation,164502962176,13021889,1.58,-2.74,3.84,9.35,4.36,11.57,-7.29,13.6,34.42
58,T,AT&T Inc.,163811868672,13924052,0.44,2.33,5.44,22.67,38.85,57.66,48.54,36.51,58.41
59,RTX,RTX Corporation,158591041536,3964503,0.16,-3.83,-3.36,16.15,34.22,24.53,50.26,113.44,84.04
60,NEE,"NextEra Energy, Inc.",158096031744,7064948,-0.26,1.28,-4.59,7.62,40.25,7.71,-9.62,26.66,97.58
61,SPGI,S&P Global Inc.,156121235456,1258176,0.16,-0.81,-3.52,3.12,18.53,32.41,7.86,49.27,172.23
62,AMGN,Amgen Inc.,154739621888,4229854,2.83,-9.83,-10.0,-12.29,6.39,37.74,40.58,29.6,85.6
63,BLK,"BlackRock, Inc.",151782326272,473976,-0.33,-2.77,7.19,22.13,24.94,54.67,19.74,100.89,184.8
64,PGR,Progressive Corporation (The),150565388288,1614998,0.99,-1.1,2.5,22.44,31.3,97.89,151.97,219.42,337.73
65,LOW,"Lowe's Companies, Inc.",148611956736,2859490,1.45,-4.18,-4.7,10.15,10.61,29.54,9.86,99.49,198.3
66,HON,Honeywell International Inc.,147391479808,4630442,-0.67,1.13,6.59,4.83,14.84,18.32,17.0,62.13,73.39
67,SCHW,Charles Schwab Corporation (The,147286851584,6613292,0.34,3.35,21.04,20.21,19.42,49.71,-2.17,145.21,86.02
68,SYK,Stryker Corporation,147027378176,781996,-0.77,1.8,8.96,15.93,9.39,39.49,47.36,116.31,131.83
69,UBER,"Uber Technologies, Inc.",146557403136,13827808,0.68,-2.86,-10.62,-6.33,-11.5,69.8,62.01,115.15,
70,ETN,"Eaton Corporation, PLC",142453784576,1425202,-0.89,-3.09,6.87,9.09,22.97,96.39,122.49,319.77,431.75
71,UNP,Union Pacific Corporation,141597392896,1156986,0.12,-3.47,-1.73,-3.4,-5.92,20.24,0.38,44.82,64.37
72,PLTR,Palantir Technologies Inc.,141510606848,57975407,-1.37,3.12,44.03,116.67,137.46,313.58,227.98,,
73,PFE,"Pfizer, Inc.",141334740992,40569908,-0.64,-4.95,-16.11,-12.93,-4.11,-30.41,-51.75,-10.35,-21.12
74,AMAT,"Applied Materials, Inc.",140552634368,5744291,0.7,-9.58,-16.86,-30.52,-19.34,26.48,7.31,183.86,366.56
75,KKR,KKR & Co. Inc.,140431392768,3709810,-0.39,-2.39,12.91,30.8,57.6,178.97,102.75,359.48,591.61
76,TJX,"TJX Companies, Inc. (The)",135051149312,8872769,0.15,1.74,5.38,4.79,25.5,54.13,68.94,138.04,165.32
77,BSX,Boston Scientific Corporation,132895252480,4786744,-0.18,1.91,4.0,15.4,33.74,75.84,109.11,147.92,137.73
78,COP,ConocoPhillips,130547720192,4092650,0.3,1.23,2.93,-0.12,3.38,14.55,73.91,222.76,99.61
79,C,"Citigroup, Inc.",129135230976,10492983,-0.47,-2.18,7.43,3.39,22.45,50.26,27.08,57.84,31.73
80,PANW,"Palo Alto Networks, Inc.",128573652992,4809733,1.24,-1.31,8.27,16.07,40.89,78.51,107.39,396.53,435.37
81,LMT,Lockheed Martin Corporation,126749728768,708522,0.28,-6.28,-11.63,14.75,24.88,19.49,64.1,63.98,108.55
82,FI,"Fiserv, Inc.",123990204416,2808835,1.31,1.43,16.09,38.69,44.68,86.56,109.68,119.3,159.17
83,ADP,"Automatic Data Processing, Inc.",121662578688,2116171,0.35,-2.67,3.76,22.08,24.54,42.62,28.46,123.21,134.65
84,ANET,"Arista Networks, Inc.",120215748608,1940602,1.06,-3.93,-6.2,6.55,34.17,134.87,159.95,609.76,599.01
85,BMY,Bristol-Myers Squibb Company,117391056896,8405143,-0.6,-3.24,9.62,42.06,12.61,-4.37,4.24,13.77,39.37
86,VRTX,Vertex Pharmaceuticals Incorpor,116204806144,1642030,0.72,-10.06,-3.58,-7.72,9.56,35.05,102.95,55.3,140.04
87,CB,Chubb Limited,114012233728,1193734,-0.36,0.76,0.0,8.44,14.01,51.32,52.6,123.55,134.82
88,UPS,"United Parcel Service, Inc.",112721641472,2279727,-0.83,1.6,0.54,-8.09,-10.24,-17.09,-30.86,28.47,52.46
89,SBUX,Starbucks Corporation,111407185920,7035029,-0.09,-1.44,3.12,31.72,9.35,4.04,-7.74,45.47,64.83
90,DE,Deere & Company,110797053952,1116787,1.22,0.57,-0.13,7.65,11.69,9.2,20.15,146.5,167.52
91,GILD,"Gilead Sciences, Inc.",110456905728,4549827,1.0,-8.66,2.89,24.87,25.96,20.48,36.34,38.14,59.81
92,BA,Boeing Company (The),109205905408,9169747,0.33,-1.93,-2.2,-21.48,-27.32,-32.78,-28.1,-18.25,-62.13
93,NKE,"Nike, Inc.",109196361728,8953846,-0.74,-4.23,-11.02,1.2,-24.23,-29.4,-54.64,-20.93,-4.71
94,MU,"Micron Technology, Inc.",109066756096,10179247,0.65,-9.46,-3.27,-22.75,3.25,51.53,6.13,100.32,154.27
95,MMC,"Marsh & McLennan Companies, Inc",109009436672,1712579,0.56,-0.82,-2.12,2.15,10.19,27.28,33.24,112.04,164.1
96,MDT,Medtronic plc.,107875278848,5655490,-1.05,-4.71,-4.8,8.54,0.8,5.57,-11.99,-0.9,11.74
97,PLD,"Prologis, Inc.",106084081664,1793651,-0.51,0.39,-3.62,-5.02,-11.9,-1.34,-25.47,38.53,90.82
98,ADI,"Analog Devices, Inc.",104764981248,2991663,0.28,-4.29,-9.53,-12.94,10.95,18.22,26.45,96.37,135.67
99,INTC,Intel Corporation,103555129344,48273834,-0.79,-4.15,2.34,-29.64,-45.49,-21.83,-50.16,-54.46,-43.32
100,SO,Southern Company (The),96386973696,4116433,-0.36,0.41,-0.26,10.25,31.6,30.62,47.39,95.6,130.84
101,MO,"Altria Group, Inc.",94875459584,3644063,0.21,3.8,11.45,18.84,43.86,40.9,50.48,89.85,79.72
102,GEV,GE Vernova Inc.,94485569536,2244734,0.81,-1.91,28.57,87.57,,,,,
103,DELL,Dell Technologies Inc.,94039392256,4202958,-1.43,-3.28,9.89,0.48,14.28,189.33,153.57,379.13,457.08
104,AMT,American Tower Corporation (REI,93869015040,2220143,-0.13,2.45,-9.01,-3.72,-0.08,12.81,-23.55,-12.57,35.15
105,SHW,Sherwin-Williams Company (The),93603684352,1426892,-0.49,-4.34,-1.75,14.31,11.13,56.37,10.58,93.71,180.82
106,TT,Trane Technologies plc,92520865792,811054,-0.45,-0.91,2.86,19.01,44.32,136.85,114.14,329.24,476.38
107,ELV,"Elevance Health, Inc.",92184756224,2028064,0.83,-6.56,-19.46,-27.93,-20.52,-14.13,-10.64,58.4,40.06
108,LRCX,Lam Research Corporation,90132643840,8788695,-0.17,-8.03,-15.46,-34.7,-26.92,22.33,11.42,173.42,563.14
109,CI,The Cigna Group,89951903744,1518798,0.28,-5.73,-6.73,-4.44,-4.08,24.24,48.7,91.62,79.66
110,ICE,Intercontinental Exchange Inc.,89439559680,1866205,-1.37,-0.83,-3.69,4.89,12.77,44.58,17.58,78.3,117.9
111,PH,Parker-Hannifin Corporation,88872148992,381707,0.1,-2.5,9.37,22.03,31.02,97.44,127.95,299.55,358.76
112,EQIX,"Equinix, Inc.",88666865664,664114,-0.44,1.07,5.31,14.21,2.91,27.37,16.63,39.49,159.11
113,CTAS,Cintas Corporation,88221655040,1015828,0.36,-2.22,4.78,21.08,41.47,87.21,111.43,257.29,441.6
114,DUK,Duke Energy Corporation (Holdin,87862099968,1766854,0.14,2.1,3.15,8.79,24.43,32.33,24.35,68.29,65.61
115,WM,"Waste Management, Inc.",87810859008,740244,-0.12,-2.16,3.09,-0.6,6.37,37.14,39.65,118.36,151.37
116,MDLZ,"Mondelez International, Inc.",86141779968,5203273,0.86,-2.54,-9.33,-1.52,-8.34,-8.47,5.51,33.92,59.06
117,MCO,Moody's Corporation,86010421248,929471,1.24,-0.81,0.33,5.11,22.47,42.97,21.81,70.09,210.77
118,CRWD,"CrowdStrike Holdings, Inc.",85830868992,2481067,-0.89,2.26,17.37,-5.12,6.24,134.17,67.02,246.48,
119,WELL,Welltower Inc.,85557600256,1702056,-0.56,0.33,11.05,31.09,51.77,75.93,77.91,216.19,118.89
120,APH,Amphenol Corporation,85465694208,4017237,-0.13,-3.43,9.16,0.94,29.1,83.69,67.64,192.73,239.0
121,PYPL,"PayPal Holdings, Inc.",84955242496,5995413,0.77,-2.53,3.78,37.1,45.8,33.47,-55.87,-50.1,-7.55
122,ABNB,"Airbnb, Inc.",84500406272,5417725,2.9,-1.56,-0.18,-10.58,-17.47,14.75,-21.22,,
123,HCA,"HCA Healthcare, Inc.",84347895808,1509112,-0.63,-6.98,-13.81,4.59,3.55,24.04,34.54,222.16,152.69
124,CDNS,"Cadence Design Systems, Inc.",83378700288,1634823,1.46,1.03,8.75,-2.48,-2.76,32.58,58.63,208.08,511.81
125,SNPS,"Synopsys, Inc.",83191193600,732638,1.41,-2.64,2.37,-11.66,-5.97,23.42,44.19,180.28,455.1
126,KLAC,KLA Corporation,82507186176,1179533,0.19,-7.13,-23.13,-28.54,-13.21,34.38,44.96,231.95,529.05
127,MSI,"Motorola Solutions, Inc.",82323800064,588778,1.05,-0.88,5.58,24.65,47.07,80.24,89.58,286.75,344.38
128,AON,Aon plc,82198380544,781991,0.25,-0.86,6.06,28.15,20.62,22.42,30.38,94.39,138.94
129,CME,CME Group Inc.,82162532352,1937674,-0.72,0.92,2.95,16.12,5.48,29.87,10.95,60.83,53.53
130,REGN,"Regeneron Pharmaceuticals, Inc.",81686732800,654420,-0.17,-9.97,-26.56,-32.11,-23.53,-0.42,17.11,17.58,74.74
131,PNC,"PNC Financial Services Group, I",80923893760,1571534,-0.44,-2.75,12.22,16.21,39.47,68.55,14.11,126.76,101.59
132,CMG,"Chipotle Mexican Grill, Inc.",80229294080,4705596,0.26,-0.66,1.64,1.97,9.44,44.27,66.68,160.64,457.66
133,ZTS,Zoetis Inc.,79256150016,2187329,0.06,-0.27,-7.41,-3.5,-3.55,9.28,-26.84,27.02,110.62
134,USB,U.S. Bancorp,79155920896,8071230,0.67,-0.59,12.51,18.51,21.92,66.58,2.67,61.98,24.4
135,MCK,McKesson Corporation,78847516672,484838,0.89,0.9,23.7,6.5,18.58,58.7,157.08,317.11,392.18
136,ITW,Illinois Tool Works Inc.,78662017024,846377,-0.03,-2.88,3.26,5.69,4.1,15.98,17.13,61.56,120.73
137,MAR,Marriott International,77860052992,907838,0.33,-2.0,6.99,10.14,14.01,58.52,72.2,208.31,152.79
138,GD,General Dynamics Corporation,77005062144,1278251,-0.32,-10.79,-5.79,-3.49,3.84,36.25,44.36,108.23,84.08
139,CL,Colgate-Palmolive Company,76725510144,4302427,0.32,2.12,-6.56,-2.61,9.44,28.2,20.18,39.14,64.99
140,EOG,"EOG Resources, Inc.",76622561280,2062939,0.78,2.35,4.77,5.05,19.41,23.74,74.34,254.0,75.47
141,CEG,Constellation Energy Corporatio,73631604736,2352942,0.36,-0.62,-10.1,15.3,31.71,155.37,,,
142,EMR,Emerson Electric Company,73612820480,2277211,-0.36,0.33,16.91,9.6,19.2,58.01,49.54,126.14,121.1
143,APD,"Air Products and Chemicals, Inc",72885649408,1694275,-0.05,4.44,4.42,23.28,37.61,22.32,16.95,26.29,124.79
144,TDG,Transdigm Group Incorporated,72712093696,376198,3.4,-5.94,-6.77,6.62,16.82,76.93,131.99,237.39,304.87
145,NOC,Northrop Grumman Corporation,71679033344,415259,0.2,-7.82,-7.56,13.5,7.6,10.58,33.71,73.73,93.8
146,WMB,"Williams Companies, Inc. (The)",71555891200,6893075,0.17,3.16,18.39,40.08,66.45,105.3,157.22,275.32,203.08
147,CVS,CVS Health Corporation,71515439104,11424045,1.9,1.83,-12.89,-3.24,-21.07,-16.1,-38.97,0.22,2.96
148,FTNT,"Fortinet, Inc.",70858579968,5019385,1.83,-4.87,15.09,55.43,29.63,35.94,25.72,262.98,476.8
149,FDX,FedEx Corporation,70372352000,1388713,-1.72,-0.61,8.84,-7.68,17.75,31.99,18.98,86.52,73.95
150,MMM,3M Company,69616418816,1690021,-0.27,-3.37,-4.81,25.07,68.19,63.25,-1.03,14.42,-3.38
151,COF,Capital One Financial Corporati,68935049216,2117962,-0.17,-4.7,19.42,21.75,34.71,66.58,31.5,208.91,147.43
152,ORLY,"O'Reilly Automotive, Inc.",68634296320,290457,-0.98,-3.23,0.99,13.93,9.91,31.08,71.69,175.41,233.79
153,ECL,Ecolab Inc.,68460072960,1464890,-1.04,-3.51,-5.44,-1.17,8.93,38.41,7.86,21.57,61.44
154,SPG,"Simon Property Group, Inc.",67926818816,1139265,-0.17,-0.24,6.9,20.91,23.43,75.2,34.16,265.27,37.62
155,CARR,Carrier Global Corporation,66843410432,3707530,0.23,-2.35,-9.0,6.89,30.2,67.75,44.98,196.35,
156,CSX,CSX Corporation,66665476096,7197585,-0.09,-5.34,0.9,-1.8,-8.59,8.87,-3.55,54.07,65.79
157,RSG,"Republic Services, Inc.",66582376448,990586,0.81,0.38,3.8,4.43,16.66,51.17,61.21,167.11,199.13
158,ADSK,"Autodesk, Inc.",66342285312,1357070,0.87,-1.93,11.18,21.28,22.6,52.86,8.28,31.54,103.07
159,OKE,"ONEOK, Inc.",66106265600,2506082,0.04,3.78,20.66,36.03,50.96,104.36,125.15,431.63,152.58
160,AJG,Arthur J. Gallagher & Co.,64929685504,767884,1.16,1.08,0.32,10.78,19.54,44.68,78.7,203.48,314.71
161,BDX,"Becton, Dickinson and Company",64280047616,1160070,-0.11,-5.21,-6.64,-3.21,-4.46,-9.83,-5.52,-8.56,-0.07
162,RCL,Royal Caribbean Cruises Ltd.,63419547648,1882350,0.51,0.45,22.19,37.39,86.16,159.18,201.33,338.3,105.66
163,DLR,"Digital Realty Trust, Inc.",62857842688,1433565,-0.73,1.67,16.83,15.4,27.15,88.33,19.14,54.17,108.82
164,FCX,"Freeport-McMoRan, Inc.",62793842688,6984695,-0.95,-2.67,-10.3,-12.45,15.61,17.7,8.83,241.43,294.65
165,KMI,"Kinder Morgan, Inc.",62205919232,7413748,-0.28,2.68,20.65,41.84,63.63,79.98,112.64,149.29,117.44
166,SLB,Schlumberger N.V.,61470887936,6693754,1.0,-1.72,-1.54,-10.07,-11.86,-5.86,53.73,151.17,14.42
167,TFC,Truist Financial Corporation,61304872960,8899572,-0.97,-0.56,9.56,11.43,28.58,54.16,-7.8,52.54,22.46
168,AFL,AFLAC Incorporated,61241405440,1339571,-0.35,0.28,-0.29,18.94,36.21,65.06,103.18,237.87,164.8
169,HLT,Hilton Worldwide Holdings Inc.,60979130368,598679,0.15,-0.03,5.62,9.76,23.1,77.57,62.73,212.4,240.88
170,GM,General Motors Company,60335050752,8953282,-0.44,-4.84,14.48,10.52,37.37,53.53,-2.21,109.16,52.16
171,SRE,DBA Sempra,58982113280,2311665,-0.28,1.09,14.23,22.85,35.08,32.45,56.02,74.28,91.17
172,ROP,"Roper Technologies, Inc.",58916974592,337674,0.27,-2.78,0.64,-2.97,2.13,22.64,14.55,38.78,93.55
173,NSC,Norfolk Southern Corporation,58580320256,922539,-0.3,-4.49,6.19,11.49,3.51,24.11,-5.0,55.19,71.17
174,TRV,"The Travelers Companies, Inc.",58387017728,1190159,-0.8,-0.45,11.11,18.61,18.2,50.26,74.61,134.44,132.38
175,PSA,Public Storage,58286776320,531212,-0.48,-1.2,-4.34,9.82,20.85,23.46,3.52,112.02,101.79
176,PCAR,PACCAR Inc.,57667866624,1441427,-0.35,-5.29,6.27,1.6,-3.92,50.59,112.49,140.59,209.68
177,GWW,"W.W. Grainger, Inc.",57390747648,131410,0.54,-3.48,14.65,19.72,20.65,68.98,135.6,273.39,329.18
178,MET,"MetLife, Inc.",57193889792,2513393,-0.04,1.02,-1.61,10.82,18.95,60.81,45.13,147.77,123.57
179,BK,The Bank of New York Mellon Cor,56617566208,3462679,0.34,-1.03,5.85,21.41,42.56,83.88,46.43,143.65,76.88
180,FICO,Fair Isaac Corporation,56233910272,102152,1.1,-1.72,14.05,43.03,79.3,198.12,431.09,476.98,903.91
181,NXPI,NXP Semiconductors N.V.,56000733184,2126509,0.2,-2.95,-7.54,-23.89,-11.22,22.39,-0.18,95.0,171.55
182,TGT,Target Corporation,55899299840,64362116,-21.41,-20.02,-20.56,-20.29,-28.31,0.57,-41.04,10.83,94.64
183,CHTR,"Charter Communications, Inc.",55326638080,657121,1.11,-1.75,16.5,18.84,40.82,18.46,-40.35,-30.27,15.47
184,PCG,Pacific Gas & Electric Co.,55182622720,10023894,0.48,0.05,7.87,19.13,28.17,25.28,77.56,134.45,59.12
185,JCI,Johnson Controls International ,54948114432,3619639,-0.66,-4.18,6.8,15.53,39.36,35.35,11.22,145.48,181.36
186,AMP,"Ameriprise Financial, Inc.",54464000000,311783,-0.21,-0.46,14.15,31.71,36.5,82.48,91.38,296.45,396.84
187,PSX,Phillips 66,54287400960,2097293,0.39,3.65,-1.56,-4.34,-8.17,40.02,102.04,144.59,77.44
188,URI,"United Rentals, Inc.",53846458368,399384,-0.07,-5.93,1.06,10.9,22.04,114.22,151.79,429.99,548.98
189,CPRT,"Copart, Inc.",53390237696,8154315,-1.95,-2.34,-0.75,2.63,1.46,29.27,49.05,156.19,330.2
190,FANG,"Diamondback Energy, Inc.",52984324096,1405509,0.74,1.8,-5.88,-11.72,2.87,47.22,92.07,462.85,117.58
191,VST,Vistra Corp.,52609146880,4385180,-0.15,6.06,24.52,80.5,156.05,540.97,645.24,793.04,606.68
192,DHI,"D.R. Horton, Inc.",52389244928,1523399,0.51,-2.36,-11.74,0.94,8.07,44.89,58.13,172.37,360.73
193,ALL,Allstate Corporation (The),52242984960,983203,0.35,-0.12,6.7,18.14,26.96,81.8,82.82,140.44,155.69
194,MNST,Monster Beverage Corporation,52224323584,3833783,-0.06,-3.66,7.9,6.36,-7.91,-6.2,13.29,47.89,84.6
195,AEP,American Electric Power Company,51552292864,2390807,0.1,2.42,0.02,7.38,18.68,23.03,24.53,34.2,50.67
196,AZO,"AutoZone, Inc.",51551014912,120538,-1.85,-3.9,-3.07,2.15,-1.76,29.05,48.97,165.34,250.75
197,MPC,Marathon Petroleum Corporation,51222978560,1122828,0.94,2.72,-1.42,-3.93,-7.62,45.43,166.51,389.52,196.25
198,PAYX,"Paychex, Inc.",51044331520,1343766,0.83,-4.64,2.1,15.8,20.18,32.82,13.89,121.25,130.94
199,O,Realty Income Corporation,49782001664,4080767,-0.52,-1.34,-7.57,2.68,13.15,1.11,-7.08,25.5,11.32
200,CMI,Cummins Inc.,49515843584,488797,-0.25,0.7,8.38,21.27,33.58,64.61,79.65,119.02,183.35
201,PWR,"Quanta Services, Inc.",49057370112,746903,0.47,0.8,8.04,28.17,37.58,82.18,192.18,737.92,871.72
202,NEM,Newmont Corporation,48941969408,6408011,-0.44,1.56,-18.47,-10.6,29.26,7.81,-21.16,-19.21,52.6
203,D,"Dominion Energy, Inc.",48552574976,2626956,0.36,-0.6,2.52,14.05,25.77,16.35,-15.19,-9.92,3.95
204,HWM,Howmet Aerospace Inc.,47979421696,3605957,1.81,2.98,13.97,45.35,72.09,158.34,280.36,637.03,541.52
205,OXY,Occidental Petroleum Corporatio,47771041792,7539435,0.81,0.2,-5.55,-17.7,-15.7,-12.66,77.29,209.84,-14.33
206,COR,"Cencora, Inc.",47669145600,754187,0.92,-2.14,10.21,8.38,4.33,38.39,90.47,150.32,213.35
207,FAST,Fastenal Company,46873534464,1976470,0.28,-3.0,16.48,19.82,11.94,55.58,39.14,111.84,210.11
208,AIG,"American International Group, I",46570598400,3998299,-0.85,-0.96,-1.24,-4.11,1.32,35.73,39.71,155.08,98.04
209,AXON,"Axon Enterprise, Inc.",46501703680,570930,-0.06,-1.03,41.12,90.91,93.61,213.02,278.49,569.54,1052.56
210,LHX,"L3Harris Technologies, Inc.",46347272192,684378,0.32,-7.08,1.36,2.63,15.66,33.89,23.83,60.37,74.51
211,FIS,Fidelity National Information S,46244610048,4447611,-0.21,-3.18,-0.54,12.18,24.77,62.35,-14.86,-32.37,-12.4
212,ROST,"Ross Stores, Inc.",46221082624,3677807,0.04,-2.14,-2.16,-6.19,-5.23,36.62,28.1,71.9,59.49
